holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,hour_sin,hour_cos,dow_sin,dow_cos,is_weekend,is_holiday,is_severe_weather,is_low_visibility,temp_scaled,clouds_scaled,congestion_category,high_risk
None,274.0,0.68,0.0,64,Mist,mist,2013-12-03 14:00:00,5133,14,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5712210823296034,0.64,Severe,1
None,274.0,0.68,0.0,64,Fog,fog,2013-12-03 14:00:00,5133,14,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5712210823296034,0.64,Severe,1
None,274.0,0.68,0.0,64,Drizzle,drizzle,2013-12-03 14:00:00,5133,14,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.5712210823296034,0.64,Severe,0
None,274.32,0.25,0.0,90,Rain,light rain,2013-12-03 15:00:00,5651,15,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.546044432809214,0.9,Severe,0
None,274.32,0.25,0.0,90,Snow,light snow,2013-12-03 15:00:00,5651,15,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,1,0,-0.546044432809214,0.9,Severe,1
None,274.32,0.25,0.0,90,Mist,mist,2013-12-03 15:00:00,5651,15,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.546044432809214,0.9,Severe,1
None,274.02,0.25,0.0,64,Rain,light rain,2013-12-03 16:00:00,6118,16,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.5696475417345805,0.64,Severe,0
None,274.02,0.25,0.0,64,Mist,mist,2013-12-03 16:00:00,6118,16,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5696475417345805,0.64,Severe,1
None,274.02,0.25,0.0,64,Drizzle,light intensity drizzle,2013-12-03 16:00:00,6118,16,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.5696475417345805,0.64,Severe,0
None,273.93,0.0,0.0,64,Mist,mist,2013-12-03 17:00:00,5798,17,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5767284744121883,0.64,Severe,1
None,273.93,0.0,0.0,64,Clouds,broken clouds,2013-12-03 18:00:00,4372,18,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.5767284744121883,0.64,High,0
None,274.15,0.0,0.0,90,Mist,mist,2013-12-03 19:00:00,3203,19,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Snow,light snow,2013-12-03 19:00:00,3203,19,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,1,0,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Drizzle,light intensity drizzle,2013-12-03 19:00:00,3203,19,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,0,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Snow,light snow,2013-12-03 20:00:00,2894,20,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,1,0,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Mist,mist,2013-12-03 20:00:00,2894,20,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Mist,mist,2013-12-03 21:00:00,2431,21,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.5594195278669225,0.9,Medium,0
None,274.15,0.0,0.0,90,Snow,light snow,2013-12-03 21:00:00,2431,21,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,1,0,-0.5594195278669225,0.9,Medium,0
None,273.27,0.0,0.0,64,Mist,mist,2013-12-03 23:00:00,1392,23,1,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,1,-0.6286553140479947,0.64,Medium,0
None,272.97,0.0,0.0,64,Mist,mist,2013-12-04 00:00:00,613,0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.6522584229733568,0.64,Low,0
None,272.97,0.0,0.0,64,Snow,light snow,2013-12-04 00:00:00,613,0,2,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.6522584229733568,0.64,Low,0
None,272.26,0.0,0.0,64,Snow,light snow,2013-12-04 01:00:00,365,1,2,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.708119114096725,0.64,Low,0
None,272.08,0.0,0.0,64,Clouds,broken clouds,2013-12-04 02:00:00,275,2,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7222809794519449,0.64,Low,0
None,272.03,0.0,0.0,64,Snow,light snow,2013-12-04 03:00:00,371,3,2,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7262148309395068,0.64,Low,0
None,272.03,0.0,0.0,64,Mist,mist,2013-12-04 03:00:00,371,3,2,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7262148309395068,0.64,Low,0
None,271.85,0.0,0.0,90,Snow,snow,2013-12-04 04:00:00,822,4,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7403766962947222,0.9,Low,0
None,271.85,0.0,0.0,90,Mist,mist,2013-12-04 04:00:00,822,4,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7403766962947222,0.9,Low,0
None,271.58,0.0,0.0,64,Snow,light snow,2013-12-04 05:00:00,2744,5,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7616194943275544,0.64,Medium,0
None,271.58,0.0,0.0,64,Mist,mist,2013-12-04 05:00:00,2744,5,2,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7616194943275544,0.64,Medium,0
None,271.18,0.0,0.0,64,Snow,light snow,2013-12-04 06:00:00,4540,6,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7930903062280401,0.64,High,1
None,271.18,0.0,0.0,64,Mist,mist,2013-12-04 06:00:00,4540,6,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7930903062280401,0.64,High,1
None,271.3,0.0,0.0,64,Snow,light snow,2013-12-04 07:00:00,4025,7,2,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7836490626578935,0.64,High,1
None,271.3,0.0,0.0,64,Mist,mist,2013-12-04 07:00:00,4025,7,2,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7836490626578935,0.64,High,1
None,271.3,1.52,0.0,64,Rain,moderate rain,2013-12-04 08:00:00,4173,8,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7836490626578935,0.64,High,0
None,271.3,1.52,0.0,64,Snow,light snow,2013-12-04 08:00:00,4173,8,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7836490626578935,0.64,High,1
None,271.3,1.52,0.0,64,Mist,mist,2013-12-04 08:00:00,4173,8,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7836490626578935,0.64,High,1
None,271.53,1.27,0.0,90,Rain,moderate rain,2013-12-04 09:00:00,3876,9,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7655533458151162,0.9,High,0
None,271.53,1.27,0.0,90,Snow,light snow,2013-12-04 09:00:00,3876,9,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7655533458151162,0.9,High,1
None,271.53,1.27,0.0,90,Mist,mist,2013-12-04 09:00:00,3876,9,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7655533458151162,0.9,High,1
None,271.45,1.52,0.0,90,Rain,moderate rain,2013-12-04 10:00:00,3869,10,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7718475081952125,0.9,High,0
None,271.45,1.52,0.0,90,Mist,mist,2013-12-04 10:00:00,3869,10,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7718475081952125,0.9,High,1
None,271.45,1.52,0.0,90,Snow,snow,2013-12-04 10:00:00,3869,10,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7718475081952125,0.9,High,1
None,271.45,1.52,0.0,90,Fog,fog,2013-12-04 10:00:00,3869,10,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7718475081952125,0.9,High,1
None,271.6,0.51,0.0,64,Rain,light rain,2013-12-04 11:00:00,3519,11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7600459537325269,0.64,High,0
None,271.6,0.51,0.0,64,Snow,light snow,2013-12-04 11:00:00,3519,11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7600459537325269,0.64,High,1
None,271.6,0.51,0.0,64,Mist,mist,2013-12-04 11:00:00,3519,11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7600459537325269,0.64,High,1
None,271.42,0.0,0.0,64,Snow,light snow,2013-12-04 12:00:00,3556,12,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7742078190877469,0.64,High,1
None,271.42,0.0,0.0,64,Mist,mist,2013-12-04 12:00:00,3556,12,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7742078190877469,0.64,High,1
None,271.45,0.0,0.0,64,Snow,light snow,2013-12-04 13:00:00,3880,13,2,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7718475081952125,0.64,High,1
None,271.45,0.0,0.0,64,Mist,mist,2013-12-04 13:00:00,3880,13,2,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7718475081952125,0.64,High,1
None,271.3,0.0,0.0,64,Snow,snow,2013-12-04 14:00:00,4007,14,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7836490626578935,0.64,High,1
None,271.3,0.0,0.0,64,Mist,mist,2013-12-04 14:00:00,4007,14,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7836490626578935,0.64,High,1
None,271.44,0.0,0.0,64,Snow,snow,2013-12-04 15:00:00,4409,15,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7726342784927239,0.64,High,1
None,271.44,0.0,0.0,64,Mist,mist,2013-12-04 15:00:00,4409,15,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7726342784927239,0.64,High,1
None,271.5,0.0,0.0,90,Snow,snow,2013-12-04 16:00:00,4315,16,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7679136567076507,0.9,High,1
None,271.5,0.0,0.0,90,Mist,mist,2013-12-04 16:00:00,4315,16,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7679136567076507,0.9,High,1
None,271.5,0.0,0.0,90,Fog,fog,2013-12-04 16:00:00,4315,16,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7679136567076507,0.9,High,1
None,271.12,0.25,0.0,64,Rain,light rain,2013-12-04 17:00:00,4132,17,2,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.7978109280131135,0.64,High,0
None,271.12,0.25,0.0,64,Snow,snow,2013-12-04 17:00:00,4132,17,2,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.7978109280131135,0.64,High,1
None,271.12,0.25,0.0,64,Mist,mist,2013-12-04 17:00:00,4132,17,2,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,0,0,1,-0.7978109280131135,0.64,High,1
None,270.88,0.25,0.0,64,Rain,light rain,2013-12-04 18:00:00,3126,18,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.8166934151534067,0.64,Medium,0
None,270.88,0.25,0.0,64,Snow,light snow,2013-12-04 18:00:00,3126,18,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,0,-0.8166934151534067,0.64,Medium,0
None,269.95,0.0,0.0,90,Clouds,overcast clouds,2013-12-04 19:00:00,2316,19,2,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.8898630528220408,0.9,Medium,0
None,268.61,0.0,0.0,90,Clouds,overcast clouds,2013-12-04 20:00:00,1953,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,0,-0.9952902726886721,0.9,Medium,0
None,268.01,0.0,0.0,64,Clouds,broken clouds,2013-12-04 21:00:00,1725,21,2,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,0,0,-1.0424964905394052,0.64,Medium,0
None,265.78,0.0,0.0,64,Clouds,broken clouds,2013-12-04 22:00:00,1460,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,0,-1.2179462668846246,0.64,Medium,0
None,264.46,0.0,0.0,64,Snow,light snow,2013-12-04 23:00:00,892,23,2,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,1,0,-1.321799946156233,0.64,Low,0
None,262.96,0.0,0.0,64,Snow,light snow,2013-12-05 00:00:00,508,0,3,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.4398154907830614,0.64,Low,0
None,261.62,0.0,0.0,64,Snow,light snow,2013-12-05 01:00:00,326,1,3,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.5452427106496927,0.64,Low,0
None,260.58,0.0,0.0,90,Clouds,overcast clouds,2013-12-05 02:00:00,273,2,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.6270668215909618,0.9,Low,0
None,260.02,0.0,0.0,64,Clouds,broken clouds,2013-12-05 03:00:00,369,3,3,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.6711259582516444,0.64,Low,0
None,259.26,0.0,0.0,64,Clouds,broken clouds,2013-12-05 04:00:00,835,4,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.73092050086257,0.64,Low,0
None,259.36,0.0,0.0,64,Clouds,broken clouds,2013-12-05 05:00:00,2628,5,3,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.7230527978874466,0.64,Medium,0
None,259.12,0.0,0.0,64,Clouds,broken clouds,2013-12-05 06:00:00,5075,6,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.7419352850277396,0.64,Severe,0
None,258.37,0.0,0.0,64,Haze,haze,2013-12-05 07:00:00,5630,7,3,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,1,-1.8009430573411538,0.64,Severe,1
None,258.03,0.0,0.0,64,Clouds,broken clouds,2013-12-05 08:00:00,5417,8,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.8276932474565708,0.64,Severe,0
None,257.72,0.0,0.0,64,Snow,light snow,2013-12-05 09:00:00,5117,9,3,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.8520831266794444,0.64,Severe,1
None,257.95,0.0,0.0,20,Snow,light snow,2013-12-05 10:00:00,4179,10,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.833987409836667,0.2,High,1
None,258.55,0.0,0.0,64,Snow,light snow,2013-12-05 11:00:00,4410,11,3,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.786781191985934,0.64,High,1
None,259.08,0.0,0.0,40,Snow,light snow,2013-12-05 12:00:00,4752,12,3,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,1,0,-1.7450823662177901,0.4,High,1
None,259.45,0.0,0.0,64,Haze,haze,2013-12-05 13:00:00,4766,13,3,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,1,-1.7159718652098388,0.64,High,1
None,259.53,0.0,0.0,64,Clouds,broken clouds,2013-12-05 14:00:00,5139,14,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.7096777028297425,0.64,Severe,0
None,259.37,0.0,0.0,64,Clouds,broken clouds,2013-12-05 15:00:00,5582,15,3,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.722266027589935,0.64,Severe,0
None,258.83,0.0,0.0,64,Clouds,broken clouds,2013-12-05 16:00:00,5792,16,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.764751623655595,0.64,Severe,0
None,257.18,0.0,0.0,64,Clouds,broken clouds,2013-12-05 17:00:00,5075,17,3,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.8945687227451042,0.64,Severe,0
None,256.72,0.0,0.0,64,Clouds,broken clouds,2013-12-05 19:00:00,3172,19,3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.9307601564306631,0.64,Medium,0
None,256.24,0.0,0.0,64,Clouds,broken clouds,2013-12-05 20:00:00,2769,20,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.9685251307112497,0.64,Medium,0
None,255.95,0.0,0.0,64,Clouds,broken clouds,2013-12-05 21:00:00,3504,21,3,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,0,-1.9913414693391047,0.64,High,0
None,255.61,0.0,0.0,1,Clear,sky is clear,2013-12-05 22:00:00,3496,22,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,-2.0180916594545173,0.01,High,0
None,254.19,0.0,0.0,1,Clear,sky is clear,2013-12-06 00:00:00,637,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.129813041701249,0.01,Low,0
None,253.13,0.0,0.0,1,Clear,sky is clear,2013-12-06 01:00:00,374,1,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.2132106932375413,0.01,Low,0
None,252.89,0.0,0.0,1,Clear,sky is clear,2013-12-06 02:00:00,305,2,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.2320931803778348,0.01,Low,0
None,252.63,0.0,0.0,1,Clear,sky is clear,2013-12-06 03:00:00,377,3,4,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.252549208113151,0.01,Low,0
None,251.63,0.0,0.0,1,Clear,sky is clear,2013-12-06 04:00:00,770,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.3312262378643696,0.01,Low,0
None,251.94,0.0,0.0,1,Clear,sky is clear,2013-12-06 05:00:00,2538,5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.3068363586414917,0.01,Medium,0
None,251.74,0.0,0.0,1,Clear,sky is clear,2013-12-06 06:00:00,5280,6,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.3225717645917348,0.01,Severe,0
None,250.81,0.0,0.0,1,Snow,light snow,2013-12-06 07:00:00,5995,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,1,0,-2.3957414022603687,0.01,Severe,1
None,251.88,0.0,0.0,5,Snow,light snow,2013-12-06 08:00:00,5686,8,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,1,0,-2.3115569804265648,0.05,Severe,1
None,251.88,0.0,0.0,5,Mist,mist,2013-12-06 08:00:00,5686,8,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,0,1,-2.3115569804265648,0.05,Severe,1
None,252.91,0.0,0.0,1,Haze,haze,2013-12-06 09:00:00,4892,9,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,0,0,1,-2.2305196397828095,0.01,High,1
None,254.81,0.0,0.0,64,Clouds,broken clouds,2013-12-06 11:00:00,4811,11,4,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.081033283255493,0.64,High,0
None,255.78,0.0,0.0,5,Clear,sky is clear,2013-12-06 12:00:00,5000,12,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.004716564396811,0.05,Severe,0
None,256.53,0.0,0.0,5,Clear,sky is clear,2013-12-06 13:00:00,5237,13,4,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0,-1.945708792083399,0.05,Severe,0
None,256.84,0.0,0.0,64,Clouds,broken clouds,2013-12-06 14:00:00,5411,14,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,0,-1.921318912860521,0.64,Severe,0
None,256.97,0.0,0.0,64,Clouds,broken clouds,2013-12-06 15:00:00,5661,15,4,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,0,-1.9110908989928586,0.64,Severe,0
None,255.08,0.0,0.0,1,Clear,sky is clear,2013-12-06 16:00:00,6058,16,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.0597904852226634,0.01,Severe,0
None,254.44,0.0,0.0,64,Clouds,broken clouds,2013-12-06 17:00:00,5672,17,4,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.1101437842634447,0.64,Severe,0
None,252.8,0.0,0.0,1,Clear,sky is clear,2013-12-06 18:00:00,4754,18,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.2391741130554426,0.01,High,0
None,252.15,0.0,0.0,1,Clear,sky is clear,2013-12-06 19:00:00,3309,19,4,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.290314182393735,0.01,Medium,0
None,251.15,0.0,0.0,1,Clear,sky is clear,2013-12-06 20:00:00,2729,20,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.368991212144954,0.01,Medium,0
None,251.14,0.0,0.0,1,Clear,sky is clear,2013-12-06 21:00:00,2821,21,4,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.369777982442468,0.01,Medium,0
None,251.14,0.0,0.0,1,Clear,sky is clear,2013-12-06 22:00:00,2394,22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.369777982442468,0.01,Medium,0
None,250.63,0.0,0.0,1,Clear,sky is clear,2013-12-06 23:00:00,1589,23,4,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,0,0,0,-2.4099032676155887,0.01,Medium,0
None,249.88,0.0,0.0,1,Clear,sky is clear,2013-12-07 00:00:00,1073,0,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.4689110399290026,0.01,Low,0
None,249.63,0.0,0.0,1,Clear,sky is clear,2013-12-07 01:00:00,660,1,5,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.4885802973668074,0.01,Low,0
None,249.13,0.0,0.0,1,Clear,sky is clear,2013-12-07 02:00:00,432,2,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.527918812242417,0.01,Low,0
None,248.89,0.0,0.0,1,Clear,sky is clear,2013-12-07 03:00:00,317,3,5,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.54680129938271,0.01,Low,0
None,248.63,0.0,0.0,1,Clear,sky is clear,2013-12-07 04:00:00,364,4,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.567257327118026,0.01,Low,0
None,249.63,0.0,0.0,75,Clouds,broken clouds,2013-12-07 05:00:00,742,5,5,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.4885802973668074,0.75,Low,0
None,248.73,0.0,0.0,75,Clouds,broken clouds,2013-12-07 06:00:00,1193,6,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.559389624142905,0.75,Medium,0
None,248.12,0.0,0.0,75,Clouds,broken clouds,2013-12-07 07:00:00,2003,7,5,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.607382612291147,0.75,Medium,0
None,248.16,0.0,0.0,1,Clear,sky is clear,2013-12-07 08:00:00,2754,8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.604235531101099,0.01,Medium,0
None,249.83,0.0,0.0,1,Clear,sky is clear,2013-12-07 09:00:00,3520,9,5,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.472844891416562,0.01,High,0
None,251.83,0.0,0.0,1,Clear,sky is clear,2013-12-07 10:00:00,3636,10,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.3154908319141247,0.01,High,0
None,254.25,0.0,0.0,64,Clouds,broken clouds,2013-12-07 12:00:00,4737,12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.125092419916176,0.64,High,0
None,254.63,0.0,0.0,64,Clouds,broken clouds,2013-12-07 13:00:00,4672,13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.095195148610713,0.64,High,0
None,255.46,0.0,0.0,5,Clear,sky is clear,2013-12-07 14:00:00,4704,14,5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,0,0,-2.0298932139172003,0.05,High,0
