promo,temp_c,rain_mm,humidity,staff_count,department,dept_note,date_time,checkouts
,25.07,0.0,61.0,9,Produce,fresh fruit and veg,2022-03-14 13:00:00,94
,28.8,0.0,29.1,13,General,mixed baskets,2022-03-14 14:00:00,20
,24.44,0.0,49.4,13,General,mixed baskets,2022-03-14 15:00:00,54
,25.19,1.98,59.4,12,Dairy,milk and yogurt aisle,2022-03-14 16:00:00,49
,24.58,0.0,60.7,10,Bakery,bread and pastry,2022-03-14 17:00:00,72
,27.44,0.0,59.0,0,General,mixed baskets,2022-03-14 18:00:00,71
,29.3,0.0,59.2,10,Produce,fresh fruit and veg,2022-03-14 19:00:00,77
,22.66,0.0,56.9,11,Bakery,bread and pastry,2022-03-14 20:00:00,66
,25.09,0.0,60.4,10,Produce,fresh fruit and veg,2022-03-14 21:00:00,23
,25.31,0.0,53.0,10,Bakery,bread and pastry,2022-03-14 22:00:00,43
,24.26,0.0,53.4,11,Dairy,milk and yogurt aisle,2022-03-14 23:00:00,22
,22.86,0.3,45.9,10,General,mixed baskets,2022-03-15 00:00:00,44
,27.91,0.4,53.8,8,Dairy,milk and yogurt aisle,2022-03-15 01:00:00,22
,26.25,0.0,52.2,5,General,mixed baskets,2022-03-15 02:00:00,38
,27.66,0.0,66.6,5,Produce,fresh fruit and veg,2022-03-15 03:00:00,38
,29.65,0.69,47.5,7,Frozen,frozen foods,2022-03-15 04:00:00,61
,24.95,0.0,56.4,4,General,mixed baskets,2022-03-15 05:00:00,27
,27.22,0.0,52.0,6,General,mixed baskets,2022-03-15 06:00:00,23
,24.85,0.0,54.7,3,Produce,fresh fruit and veg,2022-03-15 07:00:00,32
,25.64,0.0,62.9,3,Frozen,frozen foods,2022-03-15 08:00:00,26
,26.7,2.21,60.5,3,Produce,fresh fruit and veg,2022-03-15 09:00:00,32
,25.46,0.0,47.0,8,Dairy,milk and yogurt aisle,2022-03-15 10:00:00,100
,22.09,0.0,55.2,10,Frozen,frozen foods,2022-03-15 11:00:00,104
,29.64,0.0,62.1,6,Bakery,bread and pastry,2022-03-15 12:00:00,114
,26.24,0.0,57.0,12,General,mixed baskets,2022-03-15 13:00:00,86
,23.0,0.0,60.0,12,Produce,fresh fruit and veg,2022-03-15 14:00:00,71
,20.34,0.0,43.6,5,Dairy,milk and yogurt aisle,2022-03-15 15:00:00,63
,25.81,0.0,61.9,5,Bakery,bread and pastry,2022-03-15 16:00:00,37
,27.5,0.0,50.7,9,Dairy,milk and yogurt aisle,2022-03-15 17:00:00,47
,28.4,0.0,44.9,7,General,mixed baskets,2022-03-15 18:00:00,74
,28.67,0.0,57.1,6,Dairy,milk and yogurt aisle,2022-03-15 19:00:00,75
,24.92,0.0,43.2,13,General,mixed baskets,2022-03-15 20:00:00,47
,27.48,0.0,56.7,6,Dairy,milk and yogurt aisle,2022-03-15 21:00:00,40
,22.01,0.0,67.2,4,Dairy,milk and yogurt aisle,2022-03-15 22:00:00,37
,26.25,0.0,50.2,6,General,mixed baskets,2022-03-15 23:00:00,30
,28.2,0.0,47.5,7,General,mixed baskets,2022-03-16 00:00:00,47
,24.38,0.0,63.4,6,Dairy,milk and yogurt aisle,2022-03-16 01:00:00,52
,25.51,0.0,59.8,9,Dairy,milk and yogurt aisle,2022-03-16 02:00:00,34
,26.18,0.0,61.5,9,Dairy,milk and yogurt aisle,2022-03-16 03:00:00,42
,26.26,0.0,39.4,3,Bakery,bread and pastry,2022-03-16 04:00:00,32
,29.64,0.0,47.9,11,General,mixed baskets,2022-03-16 05:00:00,30
,23.21,4.95,84.2,4,Bakery,bread and pastry,2022-03-16 06:00:00,40
,29.26,0.0,48.1,7,Dairy,milk and yogurt aisle,2022-03-16 07:00:00,46
,22.79,0.14,51.4,9,Frozen,frozen foods,2022-03-16 08:00:00,33
,24.24,0.0,55.6,7,General,mixed baskets,2022-03-16 09:00:00,13
,23.97,0.0,56.3,9,Produce,fresh fruit and veg,2022-03-16 10:00:00,102
,25.69,0.0,53.1,13,General,mixed baskets,2022-03-16 11:00:00,75
,24.67,0.0,33.8,6,Produce,fresh fruit and veg,2022-03-16 12:00:00,96
,27.12,3.37,69.1,8,Bakery,bread and pastry,2022-03-16 13:00:00,116
,25.94,0.0,45.3,7,General,mixed baskets,2022-03-16 14:00:00,39
,31.42,0.0,62.2,8,Produce,fresh fruit and veg,2022-03-16 15:00:00,25
,26.88,0.0,64.5,6,Frozen,frozen foods,2022-03-16 16:00:00,22
,25.28,0.0,45.8,6,General,mixed baskets,2022-03-16 17:00:00,89
,26.85,6.25,74.4,9,Dairy,milk and yogurt aisle,2022-03-16 18:00:00,74
,27.41,0.0,67.6,8,General,mixed baskets,2022-03-16 19:00:00,81
,25.44,0.0,68.3,7,Dairy,milk and yogurt aisle,2022-03-16 20:00:00,86
,23.13,0.0,62.3,10,Produce,fresh fruit and veg,2022-03-16 21:00:00,39
,23.9,0.0,50.6,10,Produce,fresh fruit and veg,2022-03-16 22:00:00,36
,26.36,0.0,58.0,9,Produce,fresh fruit and veg,2022-03-16 23:00:00,28
St Patricks Deal,28.04,1.24,50.9,10,General,mixed baskets,2022-03-17 00:00:00,5
St Patricks Deal,27.16,0.0,66.7,3,Bakery,bread and pastry,2022-03-17 01:00:00,21
St Patricks Deal,25.73,0.0,57.6,10,General,mixed baskets,2022-03-17 02:00:00,39
St Patricks Deal,27.36,0.0,65.9,3,Produce,fresh fruit and veg,2022-03-17 03:00:00,37
St Patricks Deal,24.72,0.0,34.7,10,Produce,fresh fruit and veg,2022-03-17 04:00:00,44
St Patricks Deal,26.6,0.62,52.1,4,Produce,fresh fruit and veg,2022-03-17 05:00:00,38
St Patricks Deal,29.51,0.0,50.6,8,Frozen,frozen foods,2022-03-17 06:00:00,41
St Patricks Deal,28.74,0.0,51.5,4,Dairy,milk and yogurt aisle,2022-03-17 07:00:00,49
St Patricks Deal,29.34,0.0,44.7,6,Dairy,milk and yogurt aisle,2022-03-17 08:00:00,29
St Patricks Deal,25.02,0.0,58.4,3,Dairy,milk and yogurt aisle,2022-03-17 09:00:00,36
St Patricks Deal,26.46,0.0,47.7,5,Frozen,frozen foods,2022-03-17 10:00:00,75
St Patricks Deal,23.42,0.14,70.0,8,Dairy,milk and yogurt aisle,2022-03-17 11:00:00,106
St Patricks Deal,28.25,0.0,51.7,13,General,mixed baskets,2022-03-17 12:00:00,95
St Patricks Deal,24.88,0.89,53.6,5,Dairy,milk and yogurt aisle,2022-03-17 13:00:00,100
St Patricks Deal,22.65,0.0,49.0,11,Produce,fresh fruit and veg,2022-03-17 14:00:00,58
St Patricks Deal,24.7,0.0,59.4,9,General,mixed baskets,2022-03-17 15:00:00,52
St Patricks Deal,26.58,0.0,57.4,7,Produce,fresh fruit and veg,2022-03-17 16:00:00,39
St Patricks Deal,20.42,0.0,47.0,11,Produce,fresh fruit and veg,2022-03-17 17:00:00,84
St Patricks Deal,22.4,0.0,30.6,11,Produce,fresh fruit and veg,2022-03-17 18:00:00,57
St Patricks Deal,28.41,0.0,51.8,10,Produce,fresh fruit and veg,2022-03-17 19:00:00,80
St Patricks Deal,26.18,0.0,48.0,7,General,mixed baskets,2022-03-17 20:00:00,76
St Patricks Deal,25.83,0.0,54.7,10,General,mixed baskets,2022-03-17 21:00:00,20
St Patricks Deal,21.92,0.0,47.7,6,General,mixed baskets,2022-03-17 22:00:00,56
St Patricks Deal,29.9,0.0,57.1,4,Produce,fresh fruit and veg,2022-03-17 23:00:00,31
,28.54,0.0,45.5,10,Frozen,frozen foods,2022-03-18 00:00:00,48
,27.73,0.82,59.2,6,General,mixed baskets,2022-03-18 01:00:00,34
,23.19,2.18,59.4,8,Produce,fresh fruit and veg,2022-03-18 02:00:00,51
,27.42,0.0,62.3,4,General,mixed baskets,2022-03-18 03:00:00,55
,28.83,0.0,53.6,3,Dairy,milk and yogurt aisle,2022-03-18 04:00:00,30
,25.15,0.0,59.7,3,Bakery,bread and pastry,2022-03-18 05:00:00,21
,25.35,0.0,52.3,9,General,mixed baskets,2022-03-18 06:00:00,38
,24.79,0.0,53.1,8,Frozen,frozen foods,2022-03-18 07:00:00,50
,27.47,0.0,49.2,8,Dairy,milk and yogurt aisle,2022-03-18 08:00:00,35
,25.38,0.0,44.4,6,Produce,fresh fruit and veg,2022-03-18 09:00:00,32
,25.18,0.0,56.2,8,Dairy,milk and yogurt aisle,2022-03-18 10:00:00,100
,22.33,0.0,54.5,12,Dairy,milk and yogurt aisle,2022-03-18 11:00:00,61
,21.81,0.0,67.3,13,Bakery,bread and pastry,2022-03-18 12:00:00,87
,28.31,0.0,58.4,13,Dairy,milk and yogurt aisle,2022-03-18 13:00:00,78
,29.91,0.0,69.6,7,Produce,fresh fruit and veg,2022-03-18 14:00:00,43
,28.13,0.0,70.3,5,General,mixed baskets,2022-03-18 15:00:00,31
,29.51,0.0,56.9,10,Dairy,milk and yogurt aisle,2022-03-18 16:00:00,26
,24.62,0.0,46.7,12,Frozen,frozen foods,2022-03-18 17:00:00,70
,25.84,0.0,53.0,10,Bakery,bread and pastry,2022-03-18 18:00:00,57
,26.9,0.0,63.0,10,Produce,fresh fruit and veg,2022-03-18 19:00:00,74
,25.55,2.86,63.0,11,General,mixed baskets,2022-03-18 20:00:00,66
,30.14,0.0,63.6,9,Dairy,milk and yogurt aisle,2022-03-18 21:00:00,35
,22.64,0.0,52.0,11,Bakery,bread and pastry,2022-03-18 22:00:00,31
,24.53,0.0,55.7,4,Dairy,milk and yogurt aisle,2022-03-18 23:00:00,50
,25.12,0.0,62.3,4,General,mixed baskets,2022-03-19 00:00:00,58
,24.22,0.0,60.2,6,Bakery,bread and pastry,2022-03-19 01:00:00,66
,28.1,0.74,59.8,6,General,mixed baskets,2022-03-19 02:00:00,65
,21.0,0.91,59.7,6,Produce,fresh fruit and veg,2022-03-19 03:00:00,50
,28.83,0.0,59.6,3,General,mixed baskets,2022-03-19 04:00:00,66
,28.25,0.0,54.3,10,Produce,fresh fruit and veg,2022-03-19 05:00:00,64
,26.78,2.38,70.1,8,Dairy,milk and yogurt aisle,2022-03-19 06:00:00,63
,29.48,0.0,50.3,6,Bakery,bread and pastry,2022-03-19 07:00:00,55
,31.87,2.21,85.8,8,General,mixed baskets,2022-03-19 08:00:00,54
,26.45,0.0,56.9,8,Bakery,bread and pastry,2022-03-19 09:00:00,69
,27.82,0.0,48.4,13,General,mixed baskets,2022-03-19 10:00:00,141
,26.98,0.0,42.1,11,Frozen,frozen foods,2022-03-19 11:00:00,105
,27.31,1.78,53.1,7,General,mixed baskets,2022-03-19 12:00:00,121
,24.74,0.0,58.2,13,General,mixed baskets,2022-03-19 13:00:00,110
,24.21,0.0,51.1,8,Bakery,bread and pastry,2022-03-19 14:00:00,69
,27.54,0.0,64.3,11,Produce,fresh fruit and veg,2022-03-19 15:00:00,65
,24.71,0.0,52.2,8,General,mixed baskets,2022-03-19 16:00:00,72
,28.35,0.0,46.6,9,Dairy,milk and yogurt aisle,2022-03-19 17:00:00,61
,28.01,0.0,52.4,10,Dairy,milk and yogurt aisle,2022-03-19 18:00:00,87
,24.91,0.0,50.6,5,Produce,fresh fruit and veg,2022-03-19 19:00:00,83
,26.94,1.15,56.8,5,General,mixed baskets,2022-03-19 20:00:00,93
,26.23,0.84,48.3,7,General,mixed baskets,2022-03-19 21:00:00,51
,25.69,0.94,56.6,5,Bakery,bread and pastry,2022-03-19 22:00:00,52
,28.87,0.0,39.9,11,Produce,fresh fruit and veg,2022-03-19 23:00:00,68
,26.17,0.0,56.0,6,General,mixed baskets,2022-03-20 00:00:00,82
,26.65,0.0,53.8,4,Produce,fresh fruit and veg,2022-03-20 01:00:00,26
,21.22,0.0,53.7,4,Bakery,bread and pastry,2022-03-20 02:00:00,56
,27.56,0.0,48.4,7,Produce,fresh fruit and veg,2022-03-20 03:00:00,63
,22.48,0.0,54.5,8,General,mixed baskets,2022-03-20 04:00:00,60
,25.11,0.0,56.5,8,Bakery,bread and pastry,2022-03-20 05:00:00,55
,30.09,0.0,41.0,3,Produce,fresh fruit and veg,2022-03-20 06:00:00,43
,30.53,0.0,62.7,11,Produce,fresh fruit and veg,2022-03-20 07:00:00,48
,25.1,0.0,53.7,9,Produce,fresh fruit and veg,2022-03-20 08:00:00,68
,22.94,0.0,58.8,4,Frozen,frozen foods,2022-03-20 09:00:00,72
,27.07,0.0,67.1,13,Bakery,bread and pastry,2022-03-20 10:00:00,116
,25.08,0.0,45.1,9,Produce,fresh fruit and veg,2022-03-20 11:00:00,104
,26.93,0.0,47.0,7,Produce,fresh fruit and veg,2022-03-20 12:00:00,116
,22.72,0.0,47.3,5,General,mixed baskets,2022-03-20 13:00:00,112
,28.88,0.0,55.3,12,General,mixed baskets,2022-03-20 14:00:00,66
,29.95,0.0,46.9,13,Bakery,bread and pastry,2022-03-20 15:00:00,61
,22.47,0.65,50.0,6,Produce,fresh fruit and veg,2022-03-20 16:00:00,52
,24.16,0.0,68.9,12,Produce,fresh fruit and veg,2022-03-20 17:00:00,97
,24.34,0.0,53.0,8,Produce,fresh fruit and veg,2022-03-20 18:00:00,80
,27.91,0.0,58.3,13,General,mixed baskets,2022-03-20 19:00:00,104
,21.17,2.23,69.8,8,General,mixed baskets,2022-03-20 20:00:00,109
,26.6,0.13,67.1,8,Produce,fresh fruit and veg,2022-03-20 21:00:00,45
,25.51,0.68,45.6,10,Bakery,bread and pastry,2022-03-20 22:00:00,65
,24.11,0.0,58.2,5,Bakery,bread and pastry,2022-03-20 23:00:00,48
,27.87,0.0,61.2,6,General,mixed baskets,2022-03-21 00:00:00,52
,21.24,0.0,64.0,3,General,mixed baskets,2022-03-21 01:00:00,50
,22.69,0.0,49.7,11,General,mixed baskets,2022-03-21 02:00:00,37
,24.16,0.0,51.6,3,General,mixed baskets,2022-03-21 03:00:00,51
,27.89,0.0,56.6,5,Frozen,frozen foods,2022-03-21 04:00:00,34
,25.25,0.0,55.5,10,General,mixed baskets,2022-03-21 05:00:00,32
,24.05,0.0,52.5,7,Bakery,bread and pastry,2022-03-21 06:00:00,33
,27.32,0.78,52.5,7,Produce,fresh fruit and veg,2022-03-21 07:00:00,38
,24.92,0.0,54.1,9,Produce,fresh fruit and veg,2022-03-21 08:00:00,36
,24.51,0.0,52.8,8,General,mixed baskets,2022-03-21 09:00:00,41
,25.37,0.73,59.3,10,Dairy,milk and yogurt aisle,2022-03-21 10:00:00,87
,26.97,2.73,58.3,11,Bakery,bread and pastry,2022-03-21 11:00:00,104
,32.86,0.0,46.9,11,General,mixed baskets,2022-03-21 12:00:00,107
,23.41,0.0,51.4,12,General,mixed baskets,2022-03-21 13:00:00,89
,26.82,0.0,53.4,9,Bakery,bread and pastry,2022-03-21 14:00:00,22
,25.75,0.0,63.6,13,General,mixed baskets,2022-03-21 15:00:00,48
,25.49,0.0,51.9,9,Bakery,bread and pastry,2022-03-21 16:00:00,53
,29.94,0.0,38.2,8,General,mixed baskets,2022-03-21 17:00:00,73
,28.08,0.0,72.7,12,Produce,fresh fruit and veg,2022-03-21 18:00:00,59
,27.82,0.0,64.8,10,Bakery,bread and pastry,2022-03-21 19:00:00,78
,25.02,0.0,59.8,8,General,mixed baskets,2022-03-21 20:00:00,93
,24.04,0.0,59.0,10,Frozen,frozen foods,2022-03-21 21:00:00,17
,26.89,0.47,56.9,11,Dairy,milk and yogurt aisle,2022-03-21 22:00:00,45
,25.45,5.3,85.1,7,Frozen,frozen foods,2022-03-21 23:00:00,36
,24.75,0.0,45.3,9,Produce,fresh fruit and veg,2022-03-22 00:00:00,29
,27.86,0.0,61.2,11,General,mixed baskets,2022-03-22 01:00:00,45
,23.18,0.0,61.2,10,Frozen,frozen foods,2022-03-22 02:00:00,24
,24.38,0.0,74.3,3,Dairy,milk and yogurt aisle,2022-03-22 03:00:00,43
,28.16,0.0,54.5,7,General,mixed baskets,2022-03-22 04:00:00,55
,25.99,0.0,67.5,3,General,mixed baskets,2022-03-22 05:00:00,42
,27.87,0.0,58.7,9,Dairy,milk and yogurt aisle,2022-03-22 06:00:00,29
,24.07,0.0,47.2,10,Dairy,milk and yogurt aisle,2022-03-22 07:00:00,18
,27.96,0.0,46.3,4,Produce,fresh fruit and veg,2022-03-22 08:00:00,24
,24.43,0.0,64.9,9,General,mixed baskets,2022-03-22 09:00:00,17
,29.59,0.13,46.1,6,Produce,fresh fruit and veg,2022-03-22 10:00:00,114
,28.19,0.0,52.9,11,Bakery,bread and pastry,2022-03-22 11:00:00,92
,27.37,0.0,68.7,13,Bakery,bread and pastry,2022-03-22 12:00:00,82
,30.05,0.0,47.6,12,Dairy,milk and yogurt aisle,2022-03-22 13:00:00,79
,27.09,0.0,59.8,5,General,mixed baskets,2022-03-22 14:00:00,27
,24.64,0.0,70.9,9,General,mixed baskets,2022-03-22 15:00:00,35
,30.1,0.0,67.7,7,Produce,fresh fruit and veg,2022-03-22 16:00:00,24
,27.09,0.0,61.7,9,Frozen,frozen foods,2022-03-22 17:00:00,95
,29.27,0.0,49.4,13,Produce,fresh fruit and veg,2022-03-22 18:00:00,66
,26.61,0.0,70.0,13,Dairy,milk and yogurt aisle,2022-03-22 19:00:00,65
,29.14,0.0,59.4,11,Bakery,bread and pastry,2022-03-22 20:00:00,78
,24.08,0.0,55.8,11,Produce,fresh fruit and veg,2022-03-22 21:00:00,57
,23.08,0.0,46.5,4,Produce,fresh fruit and veg,2022-03-22 22:00:00,55
,22.73,0.0,37.8,3,Frozen,frozen foods,2022-03-22 23:00:00,34
,28.17,0.0,58.4,9,General,mixed baskets,2022-03-23 00:00:00,43
,21.36,0.0,51.6,8,General,mixed baskets,2022-03-23 01:00:00,41
,21.82,0.0,41.5,5,Dairy,milk and yogurt aisle,2022-03-23 02:00:00,46
,22.73,0.77,64.9,11,General,mixed baskets,2022-03-23 03:00:00,43
,26.85,0.58,59.0,6,Produce,fresh fruit and veg,2022-03-23 04:00:00,28
,27.37,0.0,50.4,5,Dairy,milk and yogurt aisle,2022-03-23 05:00:00,24
,24.24,0.25,52.7,10,Dairy,milk and yogurt aisle,2022-03-23 06:00:00,42
,28.25,0.0,59.8,7,Dairy,milk and yogurt aisle,2022-03-23 07:00:00,25
,27.08,0.0,59.5,11,General,mixed baskets,2022-03-23 08:00:00,56
,29.31,0.0,48.0,3,General,mixed baskets,2022-03-23 09:00:00,40
,28.64,5.92,80.4,11,Dairy,milk and yogurt aisle,2022-03-23 10:00:00,82
,24.57,0.0,53.7,11,Frozen,frozen foods,2022-03-23 11:00:00,91
,26.79,0.0,47.2,6,General,mixed baskets,2022-03-23 12:00:00,88
,25.88,0.0,54.3,6,Frozen,frozen foods,2022-03-23 13:00:00,93
,27.45,0.0,55.6,13,Dairy,milk and yogurt aisle,2022-03-23 14:00:00,51
,26.8,0.0,64.7,11,General,mixed baskets,2022-03-23 15:00:00,22
,26.36,0.0,60.8,5,Produce,fresh fruit and veg,2022-03-23 16:00:00,17
,28.07,0.0,37.2,13,Frozen,frozen foods,2022-03-23 17:00:00,79
,26.45,0.0,45.4,9,General,mixed baskets,2022-03-23 18:00:00,72
,28.13,0.0,61.7,9,Dairy,milk and yogurt aisle,2022-03-23 19:00:00,76
,26.39,0.0,57.5,5,Dairy,milk and yogurt aisle,2022-03-23 20:00:00,80
,25.91,0.0,47.6,7,Produce,fresh fruit and veg,2022-03-23 21:00:00,37
,28.61,0.0,51.2,3,Dairy,milk and yogurt aisle,2022-03-23 22:00:00,49
,28.68,0.0,68.3,7,Produce,fresh fruit and veg,2022-03-23 23:00:00,29
,29.42,0.0,36.2,11,Produce,fresh fruit and veg,2022-03-24 00:00:00,40
,27.9,0.0,65.3,6,Frozen,frozen foods,2022-03-24 01:00:00,30
,25.8,0.0,63.9,3,Bakery,bread and pastry,2022-03-24 02:00:00,26
,26.8,2.68,58.5,5,Frozen,frozen foods,2022-03-24 03:00:00,47
,26.72,0.0,53.1,4,General,mixed baskets,2022-03-24 04:00:00,46
,21.94,0.0,58.2,8,Bakery,bread and pastry,2022-03-24 05:00:00,16
,23.53,1.56,60.6,11,General,mixed baskets,2022-03-24 06:00:00,26
,30.14,0.0,58.7,6,Dairy,milk and yogurt aisle,2022-03-24 07:00:00,43
,26.18,0.0,64.9,9,Frozen,frozen foods,2022-03-24 08:00:00,52
,19.21,0.0,50.2,7,Dairy,milk and yogurt aisle,2022-03-24 09:00:00,32
,26.03,0.0,55.3,7,Frozen,frozen foods,2022-03-24 10:00:00,92
,26.73,0.0,59.0,12,Bakery,bread and pastry,2022-03-24 11:00:00,78
,23.26,0.0,51.8,13,General,mixed baskets,2022-03-24 12:00:00,125
,32.0,0.0,55.0,10,Produce,fresh fruit and veg,2022-03-24 13:00:00,100
,29.13,0.6,68.8,9,Bakery,bread and pastry,2022-03-24 14:00:00,50
,28.35,0.0,38.9,6,Dairy,milk and yogurt aisle,2022-03-24 15:00:00,47
,25.85,0.0,57.6,12,General,mixed baskets,2022-03-24 16:00:00,51
,27.53,0.0,51.0,6,Produce,fresh fruit and veg,2022-03-24 17:00:00,82
,28.43,0.0,46.1,6,Produce,fresh fruit and veg,2022-03-24 18:00:00,70
,27.51,0.0,53.4,9,Bakery,bread and pastry,2022-03-24 19:00:00,83
,24.65,0.0,58.3,10,General,mixed baskets,2022-03-24 20:00:00,75
,26.79,0.0,61.9,5,General,mixed baskets,2022-03-24 21:00:00,55
,26.65,0.63,51.1,3,General,mixed baskets,2022-03-24 22:00:00,31
,27.04,1.16,64.0,8,General,mixed baskets,2022-03-24 23:00:00,33
,23.74,0.0,67.0,5,General,mixed baskets,2022-03-25 00:00:00,47
,26.99,0.0,56.8,5,Produce,fresh fruit and veg,2022-03-25 01:00:00,55
,26.33,0.0,61.1,11,General,mixed baskets,2022-03-25 02:00:00,41
,26.91,0.0,59.1,7,General,mixed baskets,2022-03-25 03:00:00,31
,26.82,0.0,60.6,9,Bakery,bread and pastry,2022-03-25 04:00:00,38
,22.73,0.0,47.7,9,General,mixed baskets,2022-03-25 05:00:00,34
,28.45,0.0,65.1,6,General,mixed baskets,2022-03-25 06:00:00,62
,28.18,0.0,59.1,6,General,mixed baskets,2022-03-25 07:00:00,50
,22.96,0.0,70.1,8,Dairy,milk and yogurt aisle,2022-03-25 08:00:00,55
,26.07,0.0,61.9,10,Dairy,milk and yogurt aisle,2022-03-25 09:00:00,43
,24.18,0.0,48.4,12,General,mixed baskets,2022-03-25 10:00:00,88
,25.17,0.0,64.8,11,Produce,fresh fruit and veg,2022-03-25 11:00:00,109
,28.79,0.37,67.5,6,Frozen,frozen foods,2022-03-25 12:00:00,114
,27.61,0.34,64.9,13,Frozen,frozen foods,2022-03-25 13:00:00,101
,31.22,0.0,53.1,6,Frozen,frozen foods,2022-03-25 14:00:00,39
,26.51,0.0,52.1,11,Dairy,milk and yogurt aisle,2022-03-25 15:00:00,52
,23.48,0.32,67.2,11,Frozen,frozen foods,2022-03-25 16:00:00,35
,26.55,0.0,49.2,10,Bakery,bread and pastry,2022-03-25 17:00:00,84
,20.18,0.0,62.5,6,General,mixed baskets,2022-03-25 18:00:00,66
,30.7,0.0,56.5,7,General,mixed baskets,2022-03-25 19:00:00,63
,26.9,0.0,50.2,5,Dairy,milk and yogurt aisle,2022-03-25 20:00:00,81
,27.35,0.0,52.5,8,General,mixed baskets,2022-03-25 21:00:00,44
,26.61,0.0,51.2,10,Bakery,bread and pastry,2022-03-25 22:00:00,62
,24.1,6.57,79.3,4,General,mixed baskets,2022-03-25 23:00:00,36
,25.94,0.0,50.1,3,Dairy,milk and yogurt aisle,2022-03-26 00:00:00,60
,24.27,0.0,54.8,10,Frozen,frozen foods,2022-03-26 01:00:00,46
,24.95,0.0,53.6,3,Produce,fresh fruit and veg,2022-03-26 02:00:00,37
,27.04,0.0,58.6,11,Produce,fresh fruit and veg,2022-03-26 03:00:00,38
,23.2,0.0,63.6,3,Frozen,frozen foods,2022-03-26 04:00:00,65
,30.28,0.0,43.6,6,Produce,fresh fruit and veg,2022-03-26 05:00:00,45
,23.53,0.49,60.3,5,Dairy,milk and yogurt aisle,2022-03-26 06:00:00,73
,28.24,0.0,49.9,5,Produce,fresh fruit and veg,2022-03-26 07:00:00,77
,24.57,0.0,53.8,11,Dairy,milk and yogurt aisle,2022-03-26 08:00:00,56
,23.06,0.0,54.4,5,Bakery,bread and pastry,2022-03-26 09:00:00,79
,27.1,0.0,68.0,9,Frozen,frozen foods,2022-03-26 10:00:00,117
,26.55,0.0,67.6,11,Dairy,milk and yogurt aisle,2022-03-26 11:00:00,128
,25.56,0.0,53.5,10,Produce,fresh fruit and veg,2022-03-26 12:00:00,112
,25.97,0.0,53.5,11,General,mixed baskets,2022-03-26 13:00:00,126
,24.55,0.91,69.8,6,General,mixed baskets,2022-03-26 14:00:00,48
,27.15,0.0,59.6,13,Frozen,frozen foods,2022-03-26 15:00:00,67
,24.89,0.0,70.5,5,Bakery,bread and pastry,2022-03-26 16:00:00,54
,26.13,0.0,49.9,11,Produce,fresh fruit and veg,2022-03-26 17:00:00,93
,28.83,0.0,64.6,9,Dairy,milk and yogurt aisle,2022-03-26 18:00:00,102
,22.77,0.0,51.5,6,Bakery,bread and pastry,2022-03-26 19:00:00,97
,24.63,0.0,32.1,8,General,mixed baskets,2022-03-26 20:00:00,94
,24.36,0.0,61.5,4,General,mixed baskets,2022-03-26 21:00:00,68
,24.06,0.0,47.8,10,General,mixed baskets,2022-03-26 22:00:00,69
,22.68,0.0,61.2,5,Produce,fresh fruit and veg,2022-03-26 23:00:00,43
,25.36,0.0,53.0,7,General,mixed baskets,2022-03-27 00:00:00,66
,26.41,0.0,65.4,10,Frozen,frozen foods,2022-03-27 01:00:00,68
,25.74,0.0,44.5,3,Dairy,milk and yogurt aisle,2022-03-27 02:00:00,50
,22.05,0.0,42.9,4,Produce,fresh fruit and veg,2022-03-27 03:00:00,64
,27.7,0.0,67.4,8,General,mixed baskets,2022-03-27 04:00:00,44
,27.76,0.0,64.2,7,Dairy,milk and yogurt aisle,2022-03-27 05:00:00,77
,26.19,0.0,56.3,11,Dairy,milk and yogurt aisle,2022-03-27 06:00:00,57
,23.52,0.0,42.4,6,General,mixed baskets,2022-03-27 07:00:00,59
,23.87,0.0,62.3,10,Dairy,milk and yogurt aisle,2022-03-27 08:00:00,74
,30.84,0.0,75.1,9,Produce,fresh fruit and veg,2022-03-27 09:00:00,58
,30.27,0.0,52.5,12,Frozen,frozen foods,2022-03-27 10:00:00,122
,27.17,0.0,52.2,13,Produce,fresh fruit and veg,2022-03-27 11:00:00,102
,23.72,0.0,48.6,5,General,mixed baskets,2022-03-27 12:00:00,108
,29.12,0.0,59.0,10,Produce,fresh fruit and veg,2022-03-27 13:00:00,98
,26.43,0.0,54.7,7,Dairy,milk and yogurt aisle,2022-03-27 14:00:00,57
,30.15,0.0,43.0,7,General,mixed baskets,2022-03-27 15:00:00,72
,24.56,0.0,49.5,7,Bakery,bread and pastry,2022-03-27 16:00:00,62
,27.15,0.0,62.9,11,General,mixed baskets,2022-03-27 17:00:00,105
,25.46,0.0,46.2,11,Frozen,frozen foods,2022-03-27 18:00:00,82
,27.85,0.0,57.3,11,Frozen,frozen foods,2022-03-27 19:00:00,84
,24.4,0.0,63.4,6,General,mixed baskets,2022-03-27 20:00:00,89
,28.26,0.73,63.4,4,General,mixed baskets,2022-03-27 21:00:00,66
,25.02,0.0,40.9,9,Produce,fresh fruit and veg,2022-03-27 22:00:00,64
,23.76,0.0,59.8,6,General,mixed baskets,2022-03-27 23:00:00,59
,27.4,0.0,46.2,6,General,mixed baskets,2022-03-28 00:00:00,47
,26.57,0.12,39.3,5,General,mixed baskets,2022-03-28 01:00:00,38
,20.73,0.0,57.5,9,General,mixed baskets,2022-03-28 02:00:00,39
