promo,temp_c,rain_mm,humidity,staff_count,department,dept_note,date_time,checkouts,hour,day_of_week,is_weekend,hour_sin,hour_cos,is_promo,department_code,is_fresh_area,is_wet_weather,temp_c_scaled,checkouts_scaled,demand_category
,24.75,0.0,45.3,9,Produce,fresh fruit and veg,2022-03-22 00:00:00,29,0,1,0,0.0,1.0,0,4,1,0,0.4828133262823902,0.17266187050359713,Low
,27.86,0.0,61.2,11,General,mixed baskets,2022-03-22 01:00:00,45,1,1,0,0.25881904510252074,0.9659258262890683,0,3,0,0,0.647276573241671,0.28776978417266186,Medium
,23.18,0.0,61.2,10,Frozen,frozen foods,2022-03-22 02:00:00,24,2,1,0,0.49999999999999994,0.8660254037844387,0,2,0,0,0.3997884717080909,0.1366906474820144,Low
,24.38,0.0,74.3,3,Dairy,milk and yogurt aisle,2022-03-22 03:00:00,43,3,1,0,0.7071067811865476,0.7071067811865476,0,1,1,0,0.4632469592808037,0.2733812949640288,Medium
,28.16,0.0,54.5,7,General,mixed baskets,2022-03-22 04:00:00,55,4,1,0,0.8660254037844386,0.5000000000000001,0,3,0,0,0.6631411951348493,0.3597122302158273,Medium
,25.99,0.0,67.5,3,General,mixed baskets,2022-03-22 05:00:00,42,5,1,0,0.9659258262890683,0.25881904510252074,0,3,0,0,0.5483870967741934,0.26618705035971224,Medium
,27.87,0.0,58.7,9,Dairy,milk and yogurt aisle,2022-03-22 06:00:00,29,6,1,0,1.0,6.123233995736766e-17,0,1,1,0,0.6478053939714437,0.17266187050359713,Low
,24.07,0.0,47.2,10,Dairy,milk and yogurt aisle,2022-03-22 07:00:00,18,7,1,0,0.9659258262890683,-0.25881904510252063,0,1,1,0,0.44685351665785294,0.09352517985611511,Low
,27.96,0.0,46.3,4,Produce,fresh fruit and veg,2022-03-22 08:00:00,24,8,1,0,0.8660254037844387,-0.4999999999999998,0,4,1,0,0.6525647805393971,0.1366906474820144,Low
,24.43,0.0,64.9,9,General,mixed baskets,2022-03-22 09:00:00,17,9,1,0,0.7071067811865476,-0.7071067811865475,0,3,0,0,0.46589106292966675,0.08633093525179857,Low
,29.59,0.13,46.1,6,Produce,fresh fruit and veg,2022-03-22 10:00:00,114,10,1,0,0.49999999999999994,-0.8660254037844387,0,4,1,1,0.7387625594923319,0.7841726618705036,Peak
,28.19,0.0,52.9,11,Bakery,bread and pastry,2022-03-22 11:00:00,92,11,1,0,0.258819045102521,-0.9659258262890682,0,0,1,0,0.664727657324167,0.6258992805755396,Peak
,27.37,0.0,68.7,13,Bakery,bread and pastry,2022-03-22 12:00:00,82,12,1,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.6213643574828133,0.5539568345323741,Peak
,30.05,0.0,47.6,12,Dairy,milk and yogurt aisle,2022-03-22 13:00:00,79,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,1,0,0.763088313061872,0.5323741007194245,Peak
,27.09,0.0,59.8,5,General,mixed baskets,2022-03-22 14:00:00,27,14,1,0,-0.4999999999999997,-0.8660254037844388,0,3,0,0,0.6065573770491802,0.15827338129496402,Low
,24.64,0.0,70.9,9,General,mixed baskets,2022-03-22 15:00:00,35,15,1,0,-0.7071067811865471,-0.7071067811865479,0,3,0,0,0.4769962982548916,0.2158273381294964,Low
,30.1,0.0,67.7,7,Produce,fresh fruit and veg,2022-03-22 16:00:00,24,16,1,0,-0.8660254037844385,-0.5000000000000004,0,4,1,0,0.765732416710735,0.1366906474820144,Low
,27.09,0.0,61.7,9,Frozen,frozen foods,2022-03-22 17:00:00,95,17,1,0,-0.9659258262890683,-0.25881904510252063,0,2,0,0,0.6065573770491802,0.6474820143884892,Peak
,29.27,0.0,49.4,13,Produce,fresh fruit and veg,2022-03-22 18:00:00,66,18,1,0,-1.0,-1.8369701987210297e-16,0,4,1,0,0.7218402961396085,0.43884892086330934,High
,26.61,0.0,70.0,13,Dairy,milk and yogurt aisle,2022-03-22 19:00:00,65,19,1,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,0.5811739820200951,0.4316546762589928,High
,29.14,0.0,59.4,11,Bakery,bread and pastry,2022-03-22 20:00:00,78,20,1,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.7149656266525647,0.5251798561151079,High
,24.08,0.0,55.8,11,Produce,fresh fruit and veg,2022-03-22 21:00:00,57,21,1,0,-0.7071067811865477,0.7071067811865474,0,4,1,0,0.44738233738762545,0.37410071942446044,High
,23.08,0.0,46.5,4,Produce,fresh fruit and veg,2022-03-22 22:00:00,55,22,1,0,-0.5000000000000004,0.8660254037844384,0,4,1,0,0.3945002644103648,0.3597122302158273,Medium
,22.73,0.0,37.8,3,Frozen,frozen foods,2022-03-22 23:00:00,34,23,1,0,-0.25881904510252157,0.9659258262890681,0,2,0,0,0.37599153886832365,0.20863309352517986,Low
,28.17,0.0,58.4,9,General,mixed baskets,2022-03-23 00:00:00,43,0,2,0,0.0,1.0,0,3,0,0,0.6636700158646219,0.2733812949640288,Medium
,21.36,0.0,51.6,8,General,mixed baskets,2022-03-23 01:00:00,41,1,2,0,0.25881904510252074,0.9659258262890683,0,3,0,0,0.3035430988894764,0.2589928057553957,Medium
,21.82,0.0,41.5,5,Dairy,milk and yogurt aisle,2022-03-23 02:00:00,46,2,2,0,0.49999999999999994,0.8660254037844387,0,1,1,0,0.32786885245901637,0.2949640287769784,Medium
,22.73,0.77,64.9,11,General,mixed baskets,2022-03-23 03:00:00,43,3,2,0,0.7071067811865476,0.7071067811865476,0,3,0,1,0.37599153886832365,0.2733812949640288,Medium
,26.85,0.58,59.0,6,Produce,fresh fruit and veg,2022-03-23 04:00:00,28,4,2,0,0.8660254037844386,0.5000000000000001,0,4,1,1,0.5938656795346378,0.16546762589928057,Low
,27.37,0.0,50.4,5,Dairy,milk and yogurt aisle,2022-03-23 05:00:00,24,5,2,0,0.9659258262890683,0.25881904510252074,0,1,1,0,0.6213643574828133,0.1366906474820144,Low
,24.24,0.25,52.7,10,Dairy,milk and yogurt aisle,2022-03-23 06:00:00,42,6,2,0,1.0,6.123233995736766e-17,0,1,1,1,0.4558434690639872,0.26618705035971224,Medium
,28.25,0.0,59.8,7,Dairy,milk and yogurt aisle,2022-03-23 07:00:00,25,7,2,0,0.9659258262890683,-0.25881904510252063,0,1,1,0,0.6679005817028026,0.14388489208633093,Low
,27.08,0.0,59.5,11,General,mixed baskets,2022-03-23 08:00:00,56,8,2,0,0.8660254037844387,-0.4999999999999998,0,3,0,0,0.6060285563194076,0.3669064748201439,High
,29.31,0.0,48.0,3,General,mixed baskets,2022-03-23 09:00:00,40,9,2,0,0.7071067811865476,-0.7071067811865475,0,3,0,0,0.7239555790586989,0.2517985611510791,Medium
,28.64,5.92,80.4,11,Dairy,milk and yogurt aisle,2022-03-23 10:00:00,82,10,2,0,0.49999999999999994,-0.8660254037844387,0,1,1,1,0.6885245901639344,0.5539568345323741,Peak
,24.57,0.0,53.7,11,Frozen,frozen foods,2022-03-23 11:00:00,91,11,2,0,0.258819045102521,-0.9659258262890682,0,2,0,0,0.47329455314648333,0.6187050359712231,Peak
,26.79,0.0,47.2,6,General,mixed baskets,2022-03-23 12:00:00,88,12,2,0,1.2246467991473532e-16,-1.0,0,3,0,0,0.590692755156002,0.5971223021582733,Peak
,25.88,0.0,54.3,6,Frozen,frozen foods,2022-03-23 13:00:00,93,13,2,0,-0.2588190451025208,-0.9659258262890683,0,2,0,0,0.5425700687466948,0.6330935251798561,Peak
,27.45,0.0,55.6,13,Dairy,milk and yogurt aisle,2022-03-23 14:00:00,51,14,2,0,-0.4999999999999997,-0.8660254037844388,0,1,1,0,0.6255949233209941,0.33093525179856115,Medium
,26.8,0.0,64.7,11,General,mixed baskets,2022-03-23 15:00:00,22,15,2,0,-0.7071067811865471,-0.7071067811865479,0,3,0,0,0.5912215758857747,0.1223021582733813,Low
,26.36,0.0,60.8,5,Produce,fresh fruit and veg,2022-03-23 16:00:00,17,16,2,0,-0.8660254037844385,-0.5000000000000004,0,4,1,0,0.5679534637757799,0.08633093525179857,Low
,28.07,0.0,37.2,13,Frozen,frozen foods,2022-03-23 17:00:00,79,17,2,0,-0.9659258262890683,-0.25881904510252063,0,2,0,0,0.6583818085668958,0.5323741007194245,Peak
,26.45,0.0,45.4,9,General,mixed baskets,2022-03-23 18:00:00,72,18,2,0,-1.0,-1.8369701987210297e-16,0,3,0,0,0.5727128503437333,0.48201438848920863,High
,28.13,0.0,61.7,9,Dairy,milk and yogurt aisle,2022-03-23 19:00:00,76,19,2,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,0.6615547329455314,0.5107913669064749,High
,26.39,0.0,57.5,5,Dairy,milk and yogurt aisle,2022-03-23 20:00:00,80,20,2,0,-0.8660254037844386,0.5000000000000001,0,1,1,0,0.5695399259650978,0.539568345323741,Peak
,25.91,0.0,47.6,7,Produce,fresh fruit and veg,2022-03-23 21:00:00,37,21,2,0,-0.7071067811865477,0.7071067811865474,0,4,1,0,0.5441565309360127,0.2302158273381295,Low
,28.61,0.0,51.2,3,Dairy,milk and yogurt aisle,2022-03-23 22:00:00,49,22,2,0,-0.5000000000000004,0.8660254037844384,0,1,1,0,0.6869381279746165,0.31654676258992803,Medium
,28.68,0.0,68.3,7,Produce,fresh fruit and veg,2022-03-23 23:00:00,29,23,2,0,-0.25881904510252157,0.9659258262890681,0,4,1,0,0.6906398730830248,0.17266187050359713,Low
,29.42,0.0,36.2,11,Produce,fresh fruit and veg,2022-03-24 00:00:00,40,0,3,0,0.0,1.0,0,4,1,0,0.7297726070861977,0.2517985611510791,Medium
,27.9,0.0,65.3,6,Frozen,frozen foods,2022-03-24 01:00:00,30,1,3,0,0.25881904510252074,0.9659258262890683,0,2,0,0,0.6493918561607613,0.17985611510791366,Low
,25.8,0.0,63.9,3,Bakery,bread and pastry,2022-03-24 02:00:00,26,2,3,0,0.49999999999999994,0.8660254037844387,0,0,1,0,0.538339502908514,0.1510791366906475,Low
,26.8,2.68,58.5,5,Frozen,frozen foods,2022-03-24 03:00:00,47,3,3,0,0.7071067811865476,0.7071067811865476,0,2,0,1,0.5912215758857747,0.302158273381295,Medium
,26.72,0.0,53.1,4,General,mixed baskets,2022-03-24 04:00:00,46,4,3,0,0.8660254037844386,0.5000000000000001,0,3,0,0,0.5869910100475937,0.2949640287769784,Medium
,21.94,0.0,58.2,8,Bakery,bread and pastry,2022-03-24 05:00:00,16,5,3,0,0.9659258262890683,0.25881904510252074,0,0,1,0,0.3342147012162877,0.07913669064748201,Low
,23.53,1.56,60.6,11,General,mixed baskets,2022-03-24 06:00:00,26,6,3,0,1.0,6.123233995736766e-17,0,3,0,1,0.4182971972501322,0.1510791366906475,Low
,30.14,0.0,58.7,6,Dairy,milk and yogurt aisle,2022-03-24 07:00:00,43,7,3,0,0.9659258262890683,-0.25881904510252063,0,1,1,0,0.7678476996298255,0.2733812949640288,Medium
,26.18,0.0,64.9,9,Frozen,frozen foods,2022-03-24 08:00:00,52,8,3,0,0.8660254037844387,-0.4999999999999998,0,2,0,0,0.558434690639873,0.3381294964028777,Medium
,19.21,0.0,50.2,7,Dairy,milk and yogurt aisle,2022-03-24 09:00:00,32,9,3,0,0.7071067811865476,-0.7071067811865475,0,1,1,0,0.18984664198836598,0.19424460431654678,Low
,26.03,0.0,55.3,7,Frozen,frozen foods,2022-03-24 10:00:00,92,10,3,0,0.49999999999999994,-0.8660254037844387,0,2,0,0,0.550502379693284,0.6258992805755396,Peak
,26.73,0.0,59.0,12,Bakery,bread and pastry,2022-03-24 11:00:00,78,11,3,0,0.258819045102521,-0.9659258262890682,0,0,1,0,0.5875198307773665,0.5251798561151079,High
,23.26,0.0,51.8,13,General,mixed baskets,2022-03-24 12:00:00,125,12,3,0,1.2246467991473532e-16,-1.0,0,3,0,0,0.4040190375462719,0.8633093525179856,Peak
,32.0,0.0,55.0,10,Produce,fresh fruit and veg,2022-03-24 13:00:00,100,13,3,0,-0.2588190451025208,-0.9659258262890683,0,4,1,0,0.8662083553675304,0.6834532374100719,Peak
,29.13,0.6,68.8,9,Bakery,bread and pastry,2022-03-24 14:00:00,50,14,3,0,-0.4999999999999997,-0.8660254037844388,0,0,1,1,0.714436805922792,0.3237410071942446,Medium
,28.35,0.0,38.9,6,Dairy,milk and yogurt aisle,2022-03-24 15:00:00,47,15,3,0,-0.7071067811865471,-0.7071067811865479,0,1,1,0,0.6731887890005288,0.302158273381295,Medium
,25.85,0.0,57.6,12,General,mixed baskets,2022-03-24 16:00:00,51,16,3,0,-0.8660254037844385,-0.5000000000000004,0,3,0,0,0.5409836065573771,0.33093525179856115,Medium
,27.53,0.0,51.0,6,Produce,fresh fruit and veg,2022-03-24 17:00:00,82,17,3,0,-0.9659258262890683,-0.25881904510252063,0,4,1,0,0.629825489159175,0.5539568345323741,Peak
,28.43,0.0,46.1,6,Produce,fresh fruit and veg,2022-03-24 18:00:00,70,18,3,0,-1.0,-1.8369701987210297e-16,0,4,1,0,0.6774193548387095,0.4676258992805755,High
,27.51,0.0,53.4,9,Bakery,bread and pastry,2022-03-24 19:00:00,83,19,3,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,0.6287678476996298,0.5611510791366906,Peak
,24.65,0.0,58.3,10,General,mixed baskets,2022-03-24 20:00:00,75,20,3,0,-0.8660254037844386,0.5000000000000001,0,3,0,0,0.4775251189846641,0.5035971223021583,High
,26.79,0.0,61.9,5,General,mixed baskets,2022-03-24 21:00:00,55,21,3,0,-0.7071067811865477,0.7071067811865474,0,3,0,0,0.590692755156002,0.3597122302158273,Medium
,26.65,0.63,51.1,3,General,mixed baskets,2022-03-24 22:00:00,31,22,3,0,-0.5000000000000004,0.8660254037844384,0,3,0,1,0.5832892649391854,0.18705035971223022,Low
,27.04,1.16,64.0,8,General,mixed baskets,2022-03-24 23:00:00,33,23,3,0,-0.25881904510252157,0.9659258262890681,0,3,0,1,0.6039132734003172,0.2014388489208633,Low
,23.74,0.0,67.0,5,General,mixed baskets,2022-03-25 00:00:00,47,0,4,0,0.0,1.0,0,3,0,0,0.4294024325753568,0.302158273381295,Medium
,26.99,0.0,56.8,5,Produce,fresh fruit and veg,2022-03-25 01:00:00,55,1,4,0,0.25881904510252074,0.9659258262890683,0,4,1,0,0.6012691697514541,0.3597122302158273,Medium
,26.33,0.0,61.1,11,General,mixed baskets,2022-03-25 02:00:00,41,2,4,0,0.49999999999999994,0.8660254037844387,0,3,0,0,0.566367001586462,0.2589928057553957,Medium
,26.91,0.0,59.1,7,General,mixed baskets,2022-03-25 03:00:00,31,3,4,0,0.7071067811865476,0.7071067811865476,0,3,0,0,0.5970386039132733,0.18705035971223022,Low
,26.82,0.0,60.6,9,Bakery,bread and pastry,2022-03-25 04:00:00,38,4,4,0,0.8660254037844386,0.5000000000000001,0,0,1,0,0.5922792173453199,0.23741007194244604,Low
,22.73,0.0,47.7,9,General,mixed baskets,2022-03-25 05:00:00,34,5,4,0,0.9659258262890683,0.25881904510252074,0,3,0,0,0.37599153886832365,0.20863309352517986,Low
,28.45,0.0,65.1,6,General,mixed baskets,2022-03-25 06:00:00,62,6,4,0,1.0,6.123233995736766e-17,0,3,0,0,0.6784769962982548,0.41007194244604317,High
,28.18,0.0,59.1,6,General,mixed baskets,2022-03-25 07:00:00,50,7,4,0,0.9659258262890683,-0.25881904510252063,0,3,0,0,0.6641988365943944,0.3237410071942446,Medium
,22.96,0.0,70.1,8,Dairy,milk and yogurt aisle,2022-03-25 08:00:00,55,8,4,0,0.8660254037844387,-0.4999999999999998,0,1,1,0,0.3881544156530936,0.3597122302158273,Medium
,26.07,0.0,61.9,10,Dairy,milk and yogurt aisle,2022-03-25 09:00:00,43,9,4,0,0.7071067811865476,-0.7071067811865475,0,1,1,0,0.5526176626123743,0.2733812949640288,Medium
,24.18,0.0,48.4,12,General,mixed baskets,2022-03-25 10:00:00,88,10,4,0,0.49999999999999994,-0.8660254037844387,0,3,0,0,0.4526705446853516,0.5971223021582733,Peak
,25.17,0.0,64.8,11,Produce,fresh fruit and veg,2022-03-25 11:00:00,109,11,4,0,0.258819045102521,-0.9659258262890682,0,4,1,0,0.5050237969328398,0.7482014388489209,Peak
,28.79,0.37,67.5,6,Frozen,frozen foods,2022-03-25 12:00:00,114,12,4,0,1.2246467991473532e-16,-1.0,0,2,0,1,0.6964569011105234,0.7841726618705036,Peak
,27.61,0.34,64.9,13,Frozen,frozen foods,2022-03-25 13:00:00,101,13,4,0,-0.2588190451025208,-0.9659258262890683,0,2,0,1,0.6340560549973557,0.6906474820143885,Peak
,31.22,0.0,53.1,6,Frozen,frozen foods,2022-03-25 14:00:00,39,14,4,0,-0.4999999999999997,-0.8660254037844388,0,2,0,0,0.8249603384452668,0.2446043165467626,Low
,26.51,0.0,52.1,11,Dairy,milk and yogurt aisle,2022-03-25 15:00:00,52,15,4,0,-0.7071067811865471,-0.7071067811865479,0,1,1,0,0.5758857747223691,0.3381294964028777,Medium
,23.48,0.32,67.2,11,Frozen,frozen foods,2022-03-25 16:00:00,35,16,4,0,-0.8660254037844385,-0.5000000000000004,0,2,0,1,0.4156530936012692,0.2158273381294964,Low
,26.55,0.0,49.2,10,Bakery,bread and pastry,2022-03-25 17:00:00,84,17,4,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0.5780010576414595,0.5683453237410072,Peak
,20.18,0.0,62.5,6,General,mixed baskets,2022-03-25 18:00:00,66,18,4,0,-1.0,-1.8369701987210297e-16,0,3,0,0,0.24114225277630882,0.43884892086330934,High
,30.7,0.0,56.5,7,General,mixed baskets,2022-03-25 19:00:00,63,19,4,0,-0.9659258262890684,0.2588190451025203,0,3,0,0,0.7974616604970913,0.4172661870503597,High
,26.9,0.0,50.2,5,Dairy,milk and yogurt aisle,2022-03-25 20:00:00,81,20,4,0,-0.8660254037844386,0.5000000000000001,0,1,1,0,0.5965097831835007,0.5467625899280576,Peak
,27.35,0.0,52.5,8,General,mixed baskets,2022-03-25 21:00:00,44,21,4,0,-0.7071067811865477,0.7071067811865474,0,3,0,0,0.6203067160232681,0.2805755395683453,Medium
,26.61,0.0,51.2,10,Bakery,bread and pastry,2022-03-25 22:00:00,62,22,4,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.5811739820200951,0.41007194244604317,High
,24.1,6.57,79.3,4,General,mixed baskets,2022-03-25 23:00:00,36,23,4,0,-0.25881904510252157,0.9659258262890681,0,3,0,1,0.44843997884717085,0.22302158273381295,Low
,25.94,0.0,50.1,3,Dairy,milk and yogurt aisle,2022-03-26 00:00:00,60,0,5,1,0.0,1.0,0,1,1,0,0.5457429931253305,0.39568345323741005,High
,24.27,0.0,54.8,10,Frozen,frozen foods,2022-03-26 01:00:00,46,1,5,1,0.25881904510252074,0.9659258262890683,0,2,0,0,0.45742993125330506,0.2949640287769784,Medium
,24.95,0.0,53.6,3,Produce,fresh fruit and veg,2022-03-26 02:00:00,37,2,5,1,0.49999999999999994,0.8660254037844387,0,4,1,0,0.4933897408778423,0.2302158273381295,Low
,27.04,0.0,58.6,11,Produce,fresh fruit and veg,2022-03-26 03:00:00,38,3,5,1,0.7071067811865476,0.7071067811865476,0,4,1,0,0.6039132734003172,0.23741007194244604,Low
,23.2,0.0,63.6,3,Frozen,frozen foods,2022-03-26 04:00:00,65,4,5,1,0.8660254037844386,0.5000000000000001,0,2,0,0,0.4008461131676361,0.4316546762589928,High
,30.28,0.0,43.6,6,Produce,fresh fruit and veg,2022-03-26 05:00:00,45,5,5,1,0.9659258262890683,0.25881904510252074,0,4,1,0,0.775251189846642,0.28776978417266186,Medium
,23.53,0.49,60.3,5,Dairy,milk and yogurt aisle,2022-03-26 06:00:00,73,6,5,1,1.0,6.123233995736766e-17,0,1,1,1,0.4182971972501322,0.4892086330935252,High
,28.24,0.0,49.9,5,Produce,fresh fruit and veg,2022-03-26 07:00:00,77,7,5,1,0.9659258262890683,-0.25881904510252063,0,4,1,0,0.66737176097303,0.5179856115107914,High
,24.57,0.0,53.8,11,Dairy,milk and yogurt aisle,2022-03-26 08:00:00,56,8,5,1,0.8660254037844387,-0.4999999999999998,0,1,1,0,0.47329455314648333,0.3669064748201439,High
,23.06,0.0,54.4,5,Bakery,bread and pastry,2022-03-26 09:00:00,79,9,5,1,0.7071067811865476,-0.7071067811865475,0,0,1,0,0.39344262295081955,0.5323741007194245,Peak
,27.1,0.0,68.0,9,Frozen,frozen foods,2022-03-26 10:00:00,117,10,5,1,0.49999999999999994,-0.8660254037844387,0,2,0,0,0.6070861977789529,0.8057553956834532,Peak
,26.55,0.0,67.6,11,Dairy,milk and yogurt aisle,2022-03-26 11:00:00,128,11,5,1,0.258819045102521,-0.9659258262890682,0,1,1,0,0.5780010576414595,0.8848920863309353,Peak
,25.56,0.0,53.5,10,Produce,fresh fruit and veg,2022-03-26 12:00:00,112,12,5,1,1.2246467991473532e-16,-1.0,0,4,1,0,0.5256478053939713,0.7697841726618705,Peak
,25.97,0.0,53.5,11,General,mixed baskets,2022-03-26 13:00:00,126,13,5,1,-0.2588190451025208,-0.9659258262890683,0,3,0,0,0.5473294553146482,0.8705035971223022,Peak
,24.55,0.91,69.8,6,General,mixed baskets,2022-03-26 14:00:00,48,14,5,1,-0.4999999999999997,-0.8660254037844388,0,3,0,1,0.4722369116869381,0.30935251798561153,Medium
,27.15,0.0,59.6,13,Frozen,frozen foods,2022-03-26 15:00:00,67,15,5,1,-0.7071067811865471,-0.7071067811865479,0,2,0,0,0.6097303014278158,0.4460431654676259,High
,24.89,0.0,70.5,5,Bakery,bread and pastry,2022-03-26 16:00:00,54,16,5,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.49021681649920673,0.35251798561151076,Medium
,26.13,0.0,49.9,11,Produce,fresh fruit and veg,2022-03-26 17:00:00,93,17,5,1,-0.9659258262890683,-0.25881904510252063,0,4,1,0,0.5557905869910099,0.6330935251798561,Peak
,28.83,0.0,64.6,9,Dairy,milk and yogurt aisle,2022-03-26 18:00:00,102,18,5,1,-1.0,-1.8369701987210297e-16,0,1,1,0,0.6985721840296137,0.697841726618705,Peak
,22.77,0.0,51.5,6,Bakery,bread and pastry,2022-03-26 19:00:00,97,19,5,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,0.378106821787414,0.6618705035971223,Peak
,24.63,0.0,32.1,8,General,mixed baskets,2022-03-26 20:00:00,94,20,5,1,-0.8660254037844386,0.5000000000000001,0,3,0,0,0.47646747752511887,0.6402877697841727,Peak
,24.36,0.0,61.5,4,General,mixed baskets,2022-03-26 21:00:00,68,21,5,1,-0.7071067811865477,0.7071067811865474,0,3,0,0,0.4621893178212585,0.45323741007194246,High
,24.06,0.0,47.8,10,General,mixed baskets,2022-03-26 22:00:00,69,22,5,1,-0.5000000000000004,0.8660254037844384,0,3,0,0,0.4463246959280803,0.460431654676259,High
,22.68,0.0,61.2,5,Produce,fresh fruit and veg,2022-03-26 23:00:00,43,23,5,1,-0.25881904510252157,0.9659258262890681,0,4,1,0,0.37334743521946057,0.2733812949640288,Medium
,25.36,0.0,53.0,7,General,mixed baskets,2022-03-27 00:00:00,66,0,6,1,0.0,1.0,0,3,0,0,0.5150713907985192,0.43884892086330934,High
,26.41,0.0,65.4,10,Frozen,frozen foods,2022-03-27 01:00:00,68,1,6,1,0.25881904510252074,0.9659258262890683,0,2,0,0,0.570597567424643,0.45323741007194246,High
,25.74,0.0,44.5,3,Dairy,milk and yogurt aisle,2022-03-27 02:00:00,50,2,6,1,0.49999999999999994,0.8660254037844387,0,1,1,0,0.5351665785298783,0.3237410071942446,Medium
,22.05,0.0,42.9,4,Produce,fresh fruit and veg,2022-03-27 03:00:00,64,3,6,1,0.7071067811865476,0.7071067811865476,0,4,1,0,0.3400317292437864,0.4244604316546763,High
,27.7,0.0,67.4,8,General,mixed baskets,2022-03-27 04:00:00,44,4,6,1,0.8660254037844386,0.5000000000000001,0,3,0,0,0.6388154415653092,0.2805755395683453,Medium
,27.76,0.0,64.2,7,Dairy,milk and yogurt aisle,2022-03-27 05:00:00,77,5,6,1,0.9659258262890683,0.25881904510252074,0,1,1,0,0.641988365943945,0.5179856115107914,High
,26.19,0.0,56.3,11,Dairy,milk and yogurt aisle,2022-03-27 06:00:00,57,6,6,1,1.0,6.123233995736766e-17,0,1,1,0,0.5589635113696457,0.37410071942446044,High
,23.52,0.0,42.4,6,General,mixed baskets,2022-03-27 07:00:00,59,7,6,1,0.9659258262890683,-0.25881904510252063,0,3,0,0,0.41776837652035953,0.38848920863309355,High
,23.87,0.0,62.3,10,Dairy,milk and yogurt aisle,2022-03-27 08:00:00,74,8,6,1,0.8660254037844387,-0.4999999999999998,0,1,1,0,0.43627710206240083,0.49640287769784175,High
,30.84,0.0,75.1,9,Produce,fresh fruit and veg,2022-03-27 09:00:00,58,9,6,1,0.7071067811865476,-0.7071067811865475,0,4,1,0,0.8048651507139079,0.381294964028777,High
,30.27,0.0,52.5,12,Frozen,frozen foods,2022-03-27 10:00:00,122,10,6,1,0.49999999999999994,-0.8660254037844387,0,2,0,0,0.7747223691168692,0.841726618705036,Peak
,27.17,0.0,52.2,13,Produce,fresh fruit and veg,2022-03-27 11:00:00,102,11,6,1,0.258819045102521,-0.9659258262890682,0,4,1,0,0.6107879428873612,0.697841726618705,Peak
,23.72,0.0,48.6,5,General,mixed baskets,2022-03-27 12:00:00,108,12,6,1,1.2246467991473532e-16,-1.0,0,3,0,0,0.42834479111581164,0.7410071942446043,Peak
,29.12,0.0,59.0,10,Produce,fresh fruit and veg,2022-03-27 13:00:00,98,13,6,1,-0.2588190451025208,-0.9659258262890683,0,4,1,0,0.7139079851930196,0.6690647482014388,Peak
,26.43,0.0,54.7,7,Dairy,milk and yogurt aisle,2022-03-27 14:00:00,57,14,6,1,-0.4999999999999997,-0.8660254037844388,0,1,1,0,0.5716552088841882,0.37410071942446044,High
,30.15,0.0,43.0,7,General,mixed baskets,2022-03-27 15:00:00,72,15,6,1,-0.7071067811865471,-0.7071067811865479,0,3,0,0,0.7683765203595979,0.48201438848920863,High
,24.56,0.0,49.5,7,Bakery,bread and pastry,2022-03-27 16:00:00,62,16,6,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.4727657324167106,0.41007194244604317,High
,27.15,0.0,62.9,11,General,mixed baskets,2022-03-27 17:00:00,105,17,6,1,-0.9659258262890683,-0.25881904510252063,0,3,0,0,0.6097303014278158,0.7194244604316546,Peak
,25.46,0.0,46.2,11,Frozen,frozen foods,2022-03-27 18:00:00,82,18,6,1,-1.0,-1.8369701987210297e-16,0,2,0,0,0.5203595980962453,0.5539568345323741,Peak
,27.85,0.0,57.3,11,Frozen,frozen foods,2022-03-27 19:00:00,84,19,6,1,-0.9659258262890684,0.2588190451025203,0,2,0,0,0.6467477525118984,0.5683453237410072,Peak
,24.4,0.0,63.4,6,General,mixed baskets,2022-03-27 20:00:00,89,20,6,1,-0.8660254037844386,0.5000000000000001,0,3,0,0,0.4643046007403489,0.60431654676259,Peak
,28.26,0.73,63.4,4,General,mixed baskets,2022-03-27 21:00:00,66,21,6,1,-0.7071067811865477,0.7071067811865474,0,3,0,1,0.6684294024325753,0.43884892086330934,High
,25.02,0.0,40.9,9,Produce,fresh fruit and veg,2022-03-27 22:00:00,64,22,6,1,-0.5000000000000004,0.8660254037844384,0,4,1,0,0.4970914859862506,0.4244604316546763,High
,23.76,0.0,59.8,6,General,mixed baskets,2022-03-27 23:00:00,59,23,6,1,-0.25881904510252157,0.9659258262890681,0,3,0,0,0.4304600740349022,0.38848920863309355,High
,27.4,0.0,46.2,6,General,mixed baskets,2022-03-28 00:00:00,47,0,0,0,0.0,1.0,0,3,0,0,0.622950819672131,0.302158273381295,Medium
