transaction_id,customer_id,age,account_age_days,credit_limit,merchant_category,channel,device_type,payment_method,country,amount,hour,day_of_week,is_weekend,distance_from_home_km,distance_from_last_txn_km,num_txn_last_24h,num_txn_last_7d,avg_txn_amount_30d,ratio_to_avg_amount,time_since_last_txn_min,is_international,online_order,used_chip,used_pin,high_risk_merchant,is_fraud
TXN00168,1683,71,1953,15000,fuel,online,android,chip,AE,47.47,23,0,0,5.38,3.49,4,10,61.34,0.774,140.7,1,1,1,1,0,0
TXN00169,1871,54,3205,25000,grocery,online,android,chip,US,72.4,14,2,0,1.7,37.96,2,8,80.73,0.897,92.8,1,1,1,1,0,0
TXN00170,1725,37,1536,15000,fuel,online,android,contactless,US,29.18,3,1,0,0.13,0.37,3,10,45.08,0.647,342.8,1,1,0,1,0,0
TXN00171,1986,58,1277,5000,electronics,online,pos_terminal,card_not_present,IN,364.86,12,6,1,4.33,38.07,2,7,409.64,0.891,38.5,0,1,0,1,1,0
TXN00172,1546,36,1885,25000,online_retail,pos,ios,swipe,IN,100.77,11,1,0,0.72,2.93,2,5,149.36,0.675,104.2,0,0,0,0,0,0
TXN00173,1960,18,903,25000,grocery,pos,ios,contactless,IN,50.21,4,4,0,0.79,0.6,1,6,34.85,1.441,4.5,0,0,0,0,0,0
TXN00174,1738,27,3592,15000,fuel,pos,android,chip,IN,59.67,6,2,0,2.49,4.15,2,13,64.02,0.932,32.2,0,0,1,1,0,0
TXN00175,1612,18,2550,25000,restaurant,online,ios,card_not_present,IN,19.45,7,1,0,7.96,18.52,3,5,20.46,0.951,508.9,0,1,0,1,0,0
TXN00176,1942,37,3111,25000,grocery,pos,pos_terminal,card_not_present,SG,507.03,4,3,0,59.46526974066661,16.75,4,10,153.21,2.848,155.3,1,0,0,0,0,1
TXN00177,1461,42,1458,15000,electronics,pos,pos_terminal,chip,OTHER,396.52,8,1,0,0.57,2.81,5,10,255.92,1.549,294.8,1,0,1,0,1,0
TXN00178,1642,65,2379,5000,atm_withdrawal,online,ios,swipe,IN,88.4,13,1,0,27.64,2.63,0,3,50.32,1.757,120.0,0,1,0,0,1,0
TXN00179,1768,46,2308,10000,grocery,atm,android,chip,IN,68.31,11,1,0,17.45,12.35,2,10,77.46,0.882,324.1,0,0,1,1,0,0
TXN00180,1004,38,1784,5000,grocery,pos,android,contactless,US,49.93,3,4,0,2.4,7.35,0,9,33.37,1.496,139.4,1,0,0,0,0,0
TXN00181,1217,53,952,10000,online_retail,online,android,contactless,IN,58.05,19,1,0,1.04,18.86,3,7,67.74,0.857,0.8,0,1,0,1,0,0
TXN00182,1502,18,3167,10000,electronics,online,android,chip,AE,481.52,7,1,0,22.83,0.29,1,3,754.54,0.638,413.9,1,1,1,1,1,0
TXN00183,1766,45,3014,5000,online_retail,atm,android,swipe,US,1076.83,16,4,0,37.090758828312744,11.31,7,7,96.94,3.66,29.0,1,0,0,1,0,1
TXN00184,1397,52,2189,10000,restaurant,mobile,android,chip,GB,115.96,7,5,1,2.98,15.74,2,5,78.54,1.476,107.8,1,0,1,0,0,0
TXN00185,1870,21,1066,5000,grocery,pos,ios,contactless,IN,60.37,20,2,0,5.39,60.22,1,4,36.53,1.653,116.6,0,0,0,0,0,0
TXN00186,1794,58,1446,25000,online_retail,pos,pos_terminal,contactless,US,135.39,0,6,1,11.85,13.63,0,7,145.26,0.932,8.7,1,0,0,0,0,0
TXN00187,1392,46,2577,50000,online_retail,mobile,ios,chip,SG,110.0,19,5,1,1.48,3.17,2,6,121.45,0.906,9.8,1,0,1,1,0,0
TXN00188,1206,36,3009,5000,grocery,online,pos_terminal,card_not_present,SG,60.32,1,0,0,11.67,1.37,3,9,72.06,0.837,258.8,1,1,0,0,0,0
TXN00189,1014,50,2675,50000,online_retail,online,desktop,card_not_present,IN,90.05,3,4,0,11.07,12.29,2,6,116.15,0.775,64.3,0,1,0,0,0,0
TXN00190,1857,73,2311,15000,fuel,online,android,swipe,IN,40.23,23,4,0,6.2,8.89,2,8,45.1,0.892,94.9,0,1,0,0,0,0
TXN00191,1553,44,2679,10000,online_retail,online,desktop,chip,SG,82.8,20,1,0,16.07,27.53,3,8,44.22,1.872,149.5,1,1,1,0,0,0
TXN00192,1891,45,343,5000,grocery,mobile,android,card_not_present,SG,74.49,0,1,0,1.13,15.56,1,7,100.43,0.742,84.1,1,0,0,1,0,0
TXN00193,1460,35,2643,15000,travel,mobile,ios,card_not_present,AE,594.11,6,6,1,7.24,8.55,3,16,294.33,2.019,268.5,1,0,0,1,1,0
TXN00194,1690,30,3113,25000,electronics,online,android,chip,US,329.36,0,0,0,4.77,6.2,3,9,139.65,2.358,388.5,1,1,1,0,1,0
TXN00195,1574,53,2286,15000,restaurant,pos,pos_terminal,chip,US,1178.79,3,1,0,67.15734359672156,6.22,8,7,22.99,3.059,11.1,1,0,1,1,0,1
TXN00196,1863,30,2027,5000,grocery,mobile,android,chip,IN,40.02,2,3,0,2.33,3.08,1,10,42.34,0.945,181.6,0,0,1,1,0,0
TXN00197,1742,43,1067,5000,travel,pos,android,contactless,US,335.76,11,1,0,3.73,0.21,5,11,415.77,0.808,68.8,1,0,0,1,1,0
TXN00198,1240,35,1686,10000,travel,pos,pos_terminal,chip,SG,218.04,18,1,0,0.92,10.27,2,6,187.36,1.164,157.6,1,0,1,1,1,0
TXN00199,1563,48,3519,10000,restaurant,mobile,android,swipe,GB,90.41,14,3,0,2.32,2.87,1,9,37.37,2.419,119.1,1,0,0,1,0,0
TXN00200,1095,46,3538,10000,online_retail,pos,desktop,contactless,GB,26.26,21,0,0,2.54,2.8,1,7,20.93,1.255,73.1,1,0,0,0,0,0
TXN00201,1899,56,3478,10000,online_retail,pos,desktop,contactless,IN,126.74,15,3,0,10.2,1.61,3,4,143.19,0.885,17.9,0,0,0,0,0,0
TXN00202,1733,34,3121,25000,restaurant,pos,pos_terminal,swipe,AE,114.25,9,4,0,0.4,2.52,5,8,76.64,1.491,147.5,1,0,0,1,0,0
TXN00203,1484,38,2664,50000,atm_withdrawal,mobile,pos_terminal,swipe,IN,133.65,21,3,0,8.43,0.39,1,12,163.77,0.816,21.5,0,0,0,0,1,0
TXN00204,1406,28,1808,10000,electronics,online,pos_terminal,contactless,IN,239.98,5,2,0,2.0,13.46,3,9,324.76,0.739,30.6,0,1,0,0,1,0
TXN00205,1230,35,1044,50000,online_retail,online,android,chip,SG,136.21,16,4,0,0.68,6.16,4,7,128.73,1.058,724.9,1,1,1,0,0,0
TXN00206,1748,47,1123,10000,atm_withdrawal,pos,pos_terminal,chip,IN,98.56,20,1,0,2.86,9.89,1,6,143.0,0.689,68.5,0,0,1,0,1,0
TXN00207,1654,52,3312,10000,luxury,atm,ios,card_not_present,US,862.95,21,6,1,2.03,12.16,0,12,1230.38,0.701,158.1,1,0,0,0,1,0
TXN00208,1170,29,1154,10000,atm_withdrawal,atm,ios,chip,IN,90.54,23,4,0,6.42,43.12,1,5,131.62,0.688,57.2,0,0,1,0,1,0
TXN00209,1540,54,727,15000,electronics,pos,android,card_not_present,IN,127.98,16,0,0,3.54,0.85,4,8,152.71,0.838,361.1,0,0,0,0,1,0
TXN00210,1035,60,2209,50000,fuel,online,desktop,card_not_present,SG,70.61,20,0,0,27.05,6.49,3,8,54.07,1.306,60.0,1,1,0,0,0,0
TXN00211,1524,47,1434,15000,online_retail,pos,pos_terminal,chip,US,78.83,18,3,0,26.49,3.39,3,11,77.06,1.023,82.3,1,0,1,1,0,0
TXN00212,1159,68,1185,10000,restaurant,mobile,pos_terminal,swipe,GB,21.34,17,4,0,4.69,7.77,1,7,26.73,0.798,168.7,1,0,0,1,0,0
TXN00213,1838,31,1073,15000,online_retail,online,ios,contactless,US,174.24,10,1,0,12.68,30.38,1,4,113.72,1.532,367.2,1,1,0,0,0,0
TXN00214,1698,24,1959,5000,online_retail,mobile,android,card_not_present,US,63.68,23,0,0,0.11,15.45,3,11,81.93,0.777,304.9,1,0,0,0,0,0
TXN00215,1242,18,2613,25000,atm_withdrawal,pos,ios,card_not_present,IN,198.64,6,5,1,6.35,13.01,3,14,210.1,0.945,55.1,0,0,0,1,1,0
TXN00216,1085,62,1043,15000,electronics,atm,pos_terminal,card_not_present,IN,604.45,9,1,0,10.88,6.98,2,10,311.43,1.941,318.5,0,0,0,1,1,0
TXN00217,1795,51,256,10000,atm_withdrawal,atm,desktop,chip,IN,171.88,6,5,1,1.96,13.34,3,11,183.7,0.936,217.4,0,0,1,0,1,0
TXN00218,1577,41,3255,15000,travel,online,ios,contactless,SG,805.75,4,2,0,0.5,0.39,2,11,386.87,2.083,825.9,1,1,0,1,1,0
TXN00219,1681,45,1858,15000,electronics,mobile,android,swipe,US,155.52,11,5,1,1.36,10.59,4,12,64.88,2.397,493.3,1,0,0,1,1,0
TXN00220,1556,26,1522,5000,travel,pos,ios,swipe,IN,873.94,15,0,0,4.66,9.68,3,7,1282.55,0.681,137.1,0,0,0,1,1,0
TXN00221,1573,76,851,15000,restaurant,pos,ios,chip,US,1616.2,20,3,0,90.9685746203995,5.11,4,7,34.5,4.531,249.5,1,0,1,0,0,1
TXN00222,1952,43,2053,10000,grocery,online,pos_terminal,chip,SG,32.87,17,2,0,3.84,2.7,3,6,34.58,0.951,152.0,1,1,1,0,0,0
TXN00223,1645,43,900,15000,fuel,online,ios,card_not_present,IN,1782.77,3,4,0,72.82888573487483,19.78,6,5,19.84,5.412,162.7,0,1,0,0,0,1
TXN00224,1795,52,2482,25000,luxury,online,android,swipe,IN,695.45,19,1,0,5.08,0.66,3,8,731.12,0.951,19.3,0,1,0,0,1,0
TXN00225,1027,48,2279,25000,grocery,pos,ios,chip,AE,710.74,23,0,0,112.23280344369162,0.87,4,7,38.37,2.664,0.4,1,0,1,0,0,1
TXN00226,1619,45,2115,15000,online_retail,online,android,swipe,US,121.97,4,2,0,0.89,6.97,4,14,157.92,0.772,8.9,1,1,0,0,0,0
TXN00227,1555,30,3019,15000,online_retail,pos,pos_terminal,card_not_present,GB,1120.57,22,2,0,42.944266060726285,3.49,8,11,50.52,5.449,612.0,1,0,0,1,0,1
TXN00228,1339,48,1825,5000,online_retail,online,ios,card_not_present,IN,98.32,18,0,0,9.33,16.42,5,8,140.31,0.701,24.3,0,1,0,0,0,0
TXN00229,1797,68,217,25000,online_retail,online,ios,chip,OTHER,100.35,11,4,0,10.83,12.07,3,10,52.98,1.894,8.2,1,1,1,0,0,0
TXN00230,1957,60,1110,10000,fuel,online,ios,chip,IN,84.14,22,4,0,10.61,17.77,1,6,89.97,0.935,66.7,0,1,1,1,0,1
TXN00231,1330,64,970,10000,online_retail,pos,desktop,chip,IN,52.3,20,3,0,5.09,4.71,6,10,71.68,0.73,159.7,0,0,1,0,0,0
TXN00232,1639,34,3121,10000,electronics,online,desktop,card_not_present,OTHER,63.03,4,6,1,1.9,16.19,3,11,34.91,1.805,533.8,1,1,0,0,1,0
TXN00233,1505,28,2350,5000,online_retail,pos,desktop,contactless,IN,117.99,5,5,1,6.15,23.79,5,9,61.29,1.925,216.6,0,0,0,0,0,0
TXN00234,1347,40,3220,15000,grocery,pos,android,contactless,US,41.53,6,4,0,25.36,5.08,2,8,57.33,0.724,58.2,1,0,0,1,0,0
TXN00235,1472,42,2660,5000,online_retail,atm,android,contactless,IN,93.33,9,3,0,7.1,4.98,2,8,126.56,0.737,503.6,0,0,0,1,0,0
TXN00236,1230,57,2593,15000,fuel,mobile,android,swipe,SG,56.96,15,5,1,0.09,27.63,1,8,53.45,1.066,6.6,1,0,0,0,0,0
TXN00237,1189,18,3322,10000,fuel,pos,desktop,card_not_present,GB,68.26,7,2,0,0.49,0.61,3,12,36.29,1.881,695.8,1,0,0,1,0,0
TXN00238,1224,63,555,5000,fuel,atm,android,contactless,IN,90.0,8,0,0,39.54,5.17,2,5,91.74,0.981,10.9,0,0,0,0,0,0
TXN00239,1384,39,3616,15000,fuel,mobile,ios,chip,US,21.61,3,4,0,0.6,1.52,4,14,18.88,1.145,252.3,1,0,1,1,0,0
TXN00240,1376,36,365,5000,restaurant,atm,pos_terminal,chip,IN,103.02,20,3,0,0.38,0.35,2,9,105.31,0.978,8.3,0,0,1,0,0,0
TXN00241,1282,27,2775,10000,fuel,pos,pos_terminal,contactless,SG,54.28,20,2,0,3.48,1.44,1,10,50.37,1.078,482.7,1,0,0,0,0,0
TXN00242,1957,18,1108,15000,luxury,mobile,ios,card_not_present,IN,1468.24,7,4,0,27.87,6.77,1,6,1588.95,0.924,20.7,0,0,0,0,1,0
TXN00243,1632,53,2577,5000,luxury,pos,ios,chip,IN,466.02,6,1,0,3.07,13.94,2,7,593.04,0.786,9.3,0,0,1,0,1,0
TXN00244,1627,43,2977,25000,online_retail,pos,android,card_not_present,IN,54.99,14,6,1,4.22,4.1,7,12,73.13,0.752,396.1,0,0,0,1,0,1
TXN00245,1972,23,2843,5000,grocery,pos,desktop,card_not_present,IN,1677.33,20,2,0,88.40140487038508,22.74,9,9,48.88,2.359,18.1,0,0,0,0,0,1
TXN00246,1744,23,2613,10000,electronics,online,pos_terminal,chip,GB,329.13,2,4,0,0.2,6.91,3,12,210.22,1.566,287.8,1,1,1,0,1,0
TXN00247,1258,37,191,15000,restaurant,pos,android,chip,IN,47.3,16,2,0,18.24,41.39,2,8,41.46,1.141,247.4,0,0,1,1,0,0
TXN00248,1358,65,623,10000,electronics,pos,ios,chip,IN,342.52,10,0,0,5.86,36.99,1,6,166.28,2.06,164.4,0,0,1,0,1,1
TXN00249,1709,38,1968,5000,grocery,pos,pos_terminal,card_not_present,IN,36.37,8,0,0,5.03,17.81,3,8,34.26,1.062,85.5,0,0,0,0,0,0
TXN00250,1455,20,2236,10000,online_retail,atm,pos_terminal,chip,IN,81.55,4,6,1,15.77,32.33,3,8,127.58,0.639,445.0,0,0,1,1,0,0
TXN00251,1410,38,3289,10000,atm_withdrawal,mobile,android,swipe,US,513.24,9,0,0,24.47,14.73,3,10,600.53,0.855,368.7,1,0,0,1,1,0
TXN00252,1648,38,89,25000,restaurant,pos,ios,contactless,OTHER,66.94,14,5,1,4.41,27.11,1,12,39.2,1.708,100.0,1,0,0,0,0,0
TXN00253,1317,18,2992,10000,grocery,mobile,android,card_not_present,IN,57.24,13,1,0,1.51,3.24,4,6,41.34,1.385,47.4,0,0,0,0,0,0
TXN00254,1676,41,3420,25000,online_retail,mobile,android,chip,AE,35.59,3,0,0,13.53,5.09,4,7,16.99,2.095,57.3,1,0,1,0,0,0
TXN00255,1224,38,1931,25000,fuel,atm,pos_terminal,swipe,SG,126.37,20,1,0,4.13,16.78,2,8,78.21,1.616,44.8,1,0,0,0,0,0
TXN00256,1818,51,2288,10000,fuel,pos,pos_terminal,swipe,IN,107.87,19,0,0,21.93,6.63,1,7,106.3,1.015,140.3,0,0,0,0,0,0
TXN00257,1233,67,435,50000,atm_withdrawal,online,desktop,contactless,US,101.26,1,5,1,23.95,21.79,3,14,82.41,1.229,365.2,1,1,0,0,1,0
TXN00258,1683,57,693,10000,fuel,mobile,android,card_not_present,SG,106.7,11,2,0,0.98,25.21,2,7,68.8,1.551,267.4,1,0,0,1,0,0
TXN00259,1663,38,1162,50000,fuel,online,pos_terminal,chip,US,71.93,0,4,0,25.09,4.28,1,4,41.43,1.736,285.7,1,1,1,0,0,0
TXN00260,1974,26,1129,5000,grocery,pos,ios,card_not_present,GB,46.16,23,4,0,3.67,20.81,1,7,54.81,0.842,107.1,1,0,0,1,0,0
TXN00261,1826,78,571,15000,atm_withdrawal,online,android,contactless,IN,305.11,19,0,0,8.31,2.01,2,8,326.38,0.935,70.1,0,1,0,0,1,0
TXN00262,1373,42,1367,10000,restaurant,online,ios,contactless,GB,41.49,4,4,0,0.28,4.88,3,8,58.55,0.709,254.9,1,1,0,0,0,0
TXN00263,1671,42,1027,10000,online_retail,online,android,contactless,US,53.77,5,0,0,17.58,8.76,1,6,33.33,1.613,283.8,1,1,0,0,0,0
TXN00264,1607,41,1170,15000,restaurant,pos,desktop,swipe,SG,631.18,0,0,0,75.52617392478477,3.08,5,9,87.39,3.593,213.9,1,0,0,0,0,1
TXN00265,1471,44,3004,15000,grocery,pos,ios,chip,SG,60.17,10,6,1,8.25,10.39,1,10,65.8,0.914,5.9,1,0,1,0,0,0
TXN00266,1232,39,897,5000,travel,atm,android,contactless,IN,680.58,7,3,0,18.6,10.37,5,7,489.66,1.39,160.3,0,0,0,1,1,0
TXN00267,1691,33,2096,5000,electronics,mobile,android,contactless,OTHER,230.08,6,3,0,5.68,2.78,2,5,167.56,1.373,76.7,1,0,0,1,1,0
TXN00268,1112,34,461,15000,grocery,pos,android,contactless,US,28.2,3,6,1,4.23,19.05,3,7,24.49,1.151,39.3,1,0,0,1,0,0
TXN00269,1829,41,769,15000,online_retail,mobile,android,chip,IN,794.14,5,3,0,58.97762398805972,11.98,6,6,306.04,4.385,213.4,0,0,1,0,0,1
TXN00270,1496,34,1403,50000,luxury,pos,ios,card_not_present,IN,330.07,15,1,0,10.85,4.59,1,4,164.71,2.004,56.3,0,0,0,0,1,0
TXN00271,1441,32,212,25000,grocery,online,pos_terminal,contactless,SG,46.39,19,3,0,23.8,3.17,0,4,65.43,0.709,439.2,1,1,0,1,0,0
TXN00272,1563,43,2190,50000,fuel,atm,android,chip,IN,92.13,14,0,0,22.52,25.32,4,5,50.29,1.832,63.7,0,0,1,0,0,0
TXN00273,1267,38,1236,15000,fuel,atm,android,swipe,IN,113.01,13,5,1,3.85,21.68,1,9,110.77,1.02,145.8,0,0,0,1,0,0
TXN00274,1509,63,2558,10000,fuel,mobile,ios,card_not_present,SG,1710.71,2,5,1,114.46085433769689,3.13,6,6,37.75,2.54,316.6,1,0,0,1,0,1
TXN00275,1806,18,1199,5000,luxury,pos,pos_terminal,card_not_present,IN,213.95,11,2,0,2.37,0.44,4,11,217.1,0.985,92.6,0,0,0,1,1,0
TXN00276,1385,57,860,25000,travel,mobile,android,swipe,IN,289.11,11,3,0,8.65,19.59,1,5,423.54,0.683,317.5,0,0,0,0,1,0
TXN00277,1386,59,1681,15000,travel,pos,android,card_not_present,IN,642.39,15,5,1,3.63,11.47,1,6,1019.41,0.63,231.5,0,0,0,1,1,0
TXN00278,1112,18,1166,5000,restaurant,online,ios,chip,IN,78.1,14,3,0,12.34,1.28,3,13,33.14,2.357,456.6,0,1,1,1,0,0
TXN00279,1612,37,2840,10000,grocery,online,android,swipe,US,65.05,12,2,0,1.04,10.62,1,6,56.72,1.147,71.0,1,1,0,0,0,0
TXN00280,1624,36,505,50000,online_retail,online,android,card_not_present,SG,118.33,10,5,1,0.99,7.22,6,13,163.43,0.724,20.0,1,1,0,1,0,0
TXN00281,1951,22,2840,15000,travel,pos,desktop,card_not_present,IN,835.9,16,0,0,1.83,17.88,3,12,661.97,1.263,101.3,0,0,0,0,1,0
TXN00282,1080,31,1356,10000,online_retail,mobile,ios,contactless,IN,52.21,20,1,0,0.7,2.81,2,7,61.55,0.848,277.4,0,0,0,0,0,0
TXN00283,1698,26,1000,10000,luxury,pos,ios,card_not_present,SG,1642.68,14,6,1,113.11368198199068,7.24,5,16,493.87,2.97,107.8,1,0,0,1,1,1
TXN00284,1112,66,1049,10000,restaurant,pos,desktop,chip,IN,67.43,13,6,1,1.28,2.04,0,8,79.31,0.85,54.7,0,0,1,0,0,0
TXN00285,1001,55,1171,10000,electronics,online,desktop,card_not_present,IN,140.44,9,6,1,1.39,37.91,3,15,74.91,1.875,5.0,0,1,0,0,1,0
TXN00286,1641,59,1866,10000,restaurant,online,android,chip,IN,27.49,11,3,0,0.11,18.1,2,10,38.8,0.709,67.6,0,1,1,0,0,0
TXN00287,1219,52,190,5000,grocery,atm,ios,chip,AE,88.22,15,5,1,12.19,16.01,4,7,137.62,0.641,224.9,1,0,1,0,0,0
TXN00288,1565,26,2478,25000,grocery,pos,android,chip,US,51.64,14,5,1,13.38,14.06,1,10,64.81,0.797,28.7,1,0,1,0,0,0
TXN00289,1854,34,227,10000,fuel,pos,android,swipe,US,60.95,9,2,0,1.41,6.61,3,5,55.03,1.108,75.0,1,0,0,1,0,0
TXN00290,1996,48,1313,25000,electronics,atm,desktop,chip,US,256.87,3,0,0,10.76,30.81,3,12,395.09,0.65,3.7,1,0,1,0,1,1
TXN00291,1735,24,689,25000,online_retail,online,pos_terminal,chip,US,75.46,22,4,0,4.55,0.91,1,4,117.89,0.64,230.3,1,1,1,1,0,0
TXN00292,1224,51,1805,10000,online_retail,pos,pos_terminal,chip,SG,156.26,8,5,1,2.19,19.51,2,8,237.85,0.657,382.7,1,0,1,1,0,0
TXN00293,1384,38,1100,15000,luxury,online,ios,chip,SG,260.84,20,1,0,7.77,2.91,4,9,233.24,1.118,151.3,1,1,1,0,1,0
TXN00294,1402,36,2040,10000,online_retail,online,android,contactless,IN,34.0,19,2,0,1.57,4.7,1,6,45.82,0.742,4.7,0,1,0,0,0,0
TXN00295,1637,51,428,25000,online_retail,online,android,swipe,SG,47.8,8,5,1,11.31,8.79,2,8,56.64,0.844,44.2,1,1,0,0,0,0
TXN00296,1129,48,1763,10000,grocery,online,pos_terminal,chip,US,52.76,20,5,1,0.39,18.32,3,10,32.48,1.624,103.9,1,1,1,1,0,0
TXN00297,1052,36,1612,15000,grocery,atm,ios,card_not_present,SG,121.46,23,2,0,25.58,21.88,2,10,126.64,0.959,159.4,1,0,0,0,0,0
TXN00298,1683,58,2155,15000,online_retail,atm,ios,card_not_present,IN,129.03,19,2,0,0.6,10.52,2,8,167.38,0.771,123.4,0,0,0,0,0,0
TXN00299,1729,26,2201,10000,travel,online,desktop,card_not_present,IN,554.08,10,3,0,6.93,6.19,2,6,817.32,0.678,445.6,0,1,0,1,1,0
TXN00300,1671,50,104,5000,atm_withdrawal,pos,desktop,chip,SG,143.55,10,5,1,18.6,35.14,1,8,206.01,0.697,502.4,1,0,1,1,1,0
TXN00301,1709,50,2214,15000,grocery,atm,pos_terminal,card_not_present,US,1541.15,1,4,0,56.72582112927654,3.4,9,5,12.66,2.26,20.4,1,0,0,1,0,1
TXN00302,1415,37,631,15000,grocery,online,android,chip,AE,59.73,20,1,0,5.52,19.5,6,11,58.87,1.015,26.8,1,1,1,1,0,0
TXN00303,1246,46,3501,10000,travel,online,desktop,chip,IN,1218.95,9,0,0,3.45,11.36,2,6,1187.16,1.027,79.8,0,1,1,0,1,0
TXN00304,1835,24,866,15000,fuel,pos,pos_terminal,chip,US,1181.59,23,0,0,85.88227658903591,5.68,5,3,77.74,2.408,98.4,1,0,1,1,0,1
TXN00305,1438,54,1558,10000,grocery,mobile,android,card_not_present,SG,33.06,4,4,0,2.04,0.02,2,6,13.3,2.486,158.8,1,0,0,0,0,0
TXN00306,1202,39,529,15000,restaurant,online,ios,chip,GB,48.33,4,2,0,0.54,7.1,2,7,62.17,0.777,267.0,1,1,1,0,0,0
TXN00307,1183,34,1626,5000,grocery,pos,android,chip,SG,62.58,10,2,0,7.87,3.89,2,7,71.49,0.875,26.3,1,0,1,0,0,0
TXN00308,1122,56,167,25000,online_retail,online,pos_terminal,chip,SG,1383.68,3,2,0,63.9688634596171,1.32,7,6,128.11,3.174,292.1,1,1,1,0,0,1
TXN00309,1400,32,2127,10000,fuel,mobile,android,card_not_present,SG,98.97,15,5,1,7.79,0.94,4,10,93.85,1.055,169.5,1,0,0,0,0,0
TXN00310,1766,22,1824,10000,grocery,pos,ios,contactless,US,44.18,8,2,0,1.89,5.12,1,10,52.54,0.841,712.3,1,0,0,0,0,0
TXN00311,1293,20,1002,5000,electronics,mobile,android,chip,OTHER,218.96,21,2,0,3.31,11.45,0,7,343.18,0.638,189.6,1,0,1,0,1,0
TXN00312,1279,50,1672,5000,restaurant,online,desktop,contactless,IN,62.38,3,5,1,6.6,21.81,2,7,80.64,0.774,226.6,0,1,0,0,0,0
TXN00313,1836,24,1915,15000,electronics,online,android,contactless,IN,1120.36,1,5,1,74.12070109252124,2.43,4,8,89.34,2.33,39.1,0,1,0,1,1,1
TXN00314,1883,66,2331,10000,restaurant,pos,android,contactless,GB,143.27,13,4,0,3.73,6.63,1,6,86.11,1.664,263.7,1,0,0,0,0,0
TXN00315,1609,18,2058,25000,grocery,pos,ios,chip,SG,70.77,2,3,0,2.63,5.97,1,6,98.07,0.722,14.9,1,0,1,0,0,0
TXN00316,1197,65,2787,5000,restaurant,mobile,pos_terminal,card_not_present,SG,30.04,17,5,1,2.56,8.64,0,5,24.08,1.248,192.4,1,0,0,1,0,0
TXN00317,1981,44,1930,10000,fuel,pos,android,chip,SG,39.81,20,1,0,1.54,19.9,4,9,49.65,0.802,10.3,1,0,1,0,0,0
TXN00318,1906,40,2640,10000,online_retail,atm,android,contactless,IN,109.18,5,2,0,3.15,9.68,2,7,135.36,0.807,22.0,0,0,0,1,0,0
TXN00319,1510,34,2834,5000,online_retail,pos,desktop,chip,US,88.49,10,3,0,1.78,22.5,2,7,140.92,0.628,20.5,1,0,1,1,0,0
TXN00320,1751,47,1479,5000,luxury,pos,ios,swipe,US,708.61,20,0,0,8.04,8.77,0,8,682.99,1.038,9.7,1,0,0,0,1,0
TXN00321,1143,41,576,10000,electronics,pos,pos_terminal,swipe,IN,224.93,17,4,0,6.73,11.11,0,5,289.12,0.778,69.7,0,0,0,1,1,0
TXN00322,1608,57,3403,10000,grocery,online,android,contactless,IN,57.8,11,3,0,3.86,6.9,3,11,26.5,2.181,931.8,0,1,0,1,0,0
TXN00323,1200,43,951,10000,grocery,mobile,ios,chip,AE,41.01,4,5,1,3.15,20.79,2,8,39.17,1.047,77.1,1,0,1,0,0,0
TXN00324,1123,44,610,15000,restaurant,pos,android,card_not_present,IN,74.98,8,2,0,2.17,30.9,3,7,46.79,1.602,257.5,0,0,0,1,0,0
TXN00325,1186,36,1402,15000,online_retail,pos,android,chip,GB,122.39,19,2,0,6.13,12.23,2,5,172.41,0.71,25.5,1,0,1,1,0,0
TXN00326,1325,41,1986,5000,restaurant,pos,desktop,contactless,IN,133.09,17,2,0,20.1,20.63,1,8,187.38,0.71,109.1,0,0,0,0,0,0
TXN00327,1463,46,2033,10000,fuel,online,ios,card_not_present,SG,45.21,18,3,0,9.26,0.73,2,6,30.91,1.463,36.8,1,1,0,1,0,0
TXN00328,1348,18,2126,50000,electronics,online,desktop,contactless,GB,248.48,2,2,0,10.91,28.39,2,6,194.3,1.279,38.4,1,1,0,0,1,0
TXN00329,1770,23,2994,15000,grocery,mobile,android,card_not_present,US,23.02,8,5,1,14.38,2.51,4,10,28.61,0.805,18.9,1,0,0,1,0,0
TXN00330,1659,52,3175,15000,luxury,online,ios,contactless,IN,1638.23,3,3,0,3.47,3.56,4,6,2106.63,0.778,101.8,0,1,0,1,1,0
TXN00331,1763,44,733,10000,online_retail,online,ios,swipe,US,26.99,16,2,0,0.52,0.66,2,5,32.1,0.841,14.1,1,1,0,1,0,0
TXN00332,1954,39,2338,25000,luxury,pos,pos_terminal,card_not_present,IN,1514.0,16,0,0,7.79,40.37,2,9,2416.39,0.627,433.1,0,0,0,0,1,0
TXN00333,1931,42,2433,25000,fuel,mobile,android,chip,IN,63.17,22,0,0,1.67,22.93,1,4,91.12,0.693,106.9,0,0,1,0,0,0
TXN00334,1402,46,1655,15000,online_retail,pos,android,contactless,OTHER,100.7,22,1,0,6.73,29.33,0,4,90.68,1.11,328.3,1,0,0,1,0,0
TXN00335,1345,34,3361,50000,online_retail,pos,ios,card_not_present,US,73.03,1,2,0,10.76,22.54,3,10,57.87,1.262,699.4,1,0,0,1,0,0
TXN00336,1962,31,667,5000,electronics,online,ios,swipe,SG,254.31,8,2,0,12.25,7.84,4,8,283.87,0.896,203.9,1,1,0,1,1,0
