holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,is_holiday,is_severe_weather,is_low_visibility,temp_scaled,rain_1h_scaled,clouds_all_scaled,congestion_category
,273.98,0.0,0.0,90,,,2013-03-10 05:00:00,438,5,6,1,0.9659258262890683,0.25881904510252074,0,0,0,0.45875824835033036,0.0,0.9,Low
,274.19,0.0,0.0,90,,,2013-03-10 06:00:00,704,6,6,1,1.0,6.123233995736766e-17,0,0,0,0.46190761847630485,0.0,0.9,Low
,274.66,0.0,0.0,90,,,2013-03-10 09:00:00,2177,9,6,1,0.7071067811865476,-0.7071067811865475,0,0,0,0.4689562087582489,0.0,0.9,Medium
,274.79,0.0,0.0,90,,,2013-03-10 10:00:00,2919,10,6,1,0.49999999999999994,-0.8660254037844387,0,0,0,0.4709058188362332,0.0,0.9,Medium
,275.28,0.0,0.0,90,,,2013-03-10 12:00:00,4072,12,6,1,1.2246467991473532e-16,-1.0,0,0,0,0.47825434913017373,0.0,0.9,High
,275.35,0.0,0.0,90,,,2013-03-10 13:00:00,4112,13,6,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0.4793041391721661,0.0,0.9,High
,275.63,0.0,0.0,90,,,2013-03-10 15:00:00,4230,15,6,1,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4835032993401321,0.0,0.9,High
,275.49,0.0,0.0,90,,,2013-03-10 18:00:00,3590,18,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0.48140371925614905,0.0,0.9,High
,275.36,0.0,0.0,90,,,2013-03-10 19:00:00,2743,19,6,1,-0.9659258262890684,0.2588190451025203,0,0,0,0.4794541091781647,0.0,0.9,Medium
,274.98,0.0,0.0,90,,,2013-03-10 21:00:00,3283,21,6,1,-0.7071067811865477,0.7071067811865474,0,0,0,0.4737552489502104,0.0,0.9,Medium
,274.83,0.0,0.0,90,,,2013-03-10 22:00:00,2462,22,6,1,-0.5000000000000004,0.8660254037844384,0,0,0,0.47150569886022786,0.0,0.9,Medium
,274.67,0.0,0.0,90,,,2013-03-10 23:00:00,1070,23,6,1,-0.25881904510252157,0.9659258262890681,0,0,0,0.46910617876424754,0.0,0.9,Low
,274.74,0.0,0.0,90,,,2013-03-11 00:00:00,508,0,0,0,0.0,1.0,0,0,0,0.47015596880623906,0.0,0.9,Low
,274.59,0.0,0.0,90,,,2013-03-11 01:00:00,362,1,0,0,0.25881904510252074,0.9659258262890683,0,0,0,0.46790641871625654,0.0,0.9,Low
,274.38,0.0,0.0,90,,,2013-03-11 04:00:00,721,4,0,0,0.8660254037844386,0.5000000000000001,0,0,0,0.46475704859028205,0.0,0.9,Low
,274.16,0.0,0.0,90,,,2013-03-11 05:00:00,2338,5,0,0,0.9659258262890683,0.25881904510252074,0,0,0,0.46145770845830886,0.0,0.9,Medium
,274.16,0.0,0.0,90,,,2013-03-11 06:00:00,5230,6,0,0,1.0,6.123233995736766e-17,0,0,0,0.46145770845830886,0.0,0.9,Severe
,274.24,0.0,0.0,90,,,2013-03-11 07:00:00,6607,7,0,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.462657468506299,0.0,0.9,Severe
,274.16,0.0,0.0,90,,,2013-03-11 09:00:00,4750,9,0,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.46145770845830886,0.0,0.9,High
,274.22,0.0,0.0,90,,,2013-03-11 10:00:00,4129,10,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.46235752849430173,0.0,0.9,High
,274.24,0.0,0.0,90,,,2013-03-11 12:00:00,4552,12,0,0,1.2246467991473532e-16,-1.0,0,0,0,0.462657468506299,0.0,0.9,High
,274.17,0.0,0.0,90,,,2013-03-11 14:00:00,5054,14,0,0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.46160767846430756,0.0,0.9,Severe
,273.81,0.0,0.0,90,,,2013-03-11 15:00:00,5589,15,0,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4562087582483505,0.0,0.9,Severe
,273.77,0.0,0.0,90,,,2013-03-11 16:00:00,6330,16,0,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.45560887822435503,0.0,0.9,Severe
,273.29,0.0,0.0,90,,,2013-03-11 18:00:00,4182,18,0,0,-1.0,-1.8369701987210297e-16,0,0,0,0.44841031793641317,0.0,0.9,High
,273.02,0.0,0.0,90,,,2013-03-11 19:00:00,3075,19,0,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.444361127774445,0.0,0.9,Medium
,272.36,0.0,0.0,90,,,2013-03-11 21:00:00,2221,21,0,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.43446310737852467,0.0,0.9,Medium
,272.38,0.0,0.0,90,,,2013-03-11 22:00:00,1717,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.43476304739052196,0.0,0.9,Medium
,271.97,0.0,0.0,90,,,2013-03-11 23:00:00,997,23,0,0,-0.25881904510252157,0.9659258262890681,0,0,0,0.4286142771445717,0.0,0.9,Low
,271.16,0.0,0.0,90,,,2013-03-12 02:00:00,258,2,1,0,0.49999999999999994,0.8660254037844387,0,0,0,0.4164667066586688,0.0,0.9,Low
,271.01,0.0,0.0,90,,,2013-03-12 03:00:00,321,3,1,0,0.7071067811865476,0.7071067811865476,0,0,0,0.4142171565686863,0.0,0.9,Low
,270.68,0.0,0.0,90,,,2013-03-12 04:00:00,755,4,1,0,0.8660254037844386,0.5000000000000001,0,0,0,0.4092681463707261,0.0,0.9,Low
,270.21,0.0,0.0,90,,,2013-03-12 06:00:00,5591,6,1,0,1.0,6.123233995736766e-17,0,0,0,0.4022195560887821,0.0,0.9,Severe
,269.88,0.0,0.0,90,,,2013-03-12 09:00:00,5013,9,1,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.39727054589082195,0.0,0.9,Severe
,269.91,0.0,0.0,90,,,2013-03-12 10:00:00,4352,10,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.39772045590881877,0.0,0.9,High
,270.59,0.0,0.0,90,,,2013-03-12 12:00:00,4917,12,1,0,1.2246467991473532e-16,-1.0,0,0,0,0.4079184163167364,0.0,0.9,High
,270.83,0.0,0.0,90,,,2013-03-12 13:00:00,5051,13,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.4115176964607078,0.0,0.9,Severe
,271.48,0.0,0.0,90,,,2013-03-12 15:00:00,5702,15,1,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4212657468506303,0.0,0.9,Severe
,271.69,0.0,0.0,90,,,2013-03-12 16:00:00,6558,16,1,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.42441511697660483,0.0,0.9,Severe
,271.8,0.0,0.0,90,,,2013-03-12 18:00:00,4700,18,1,0,-1.0,-1.8369701987210297e-16,0,0,0,0.4260647870425918,0.0,0.9,High
,270.27,0.0,0.0,40,,,2013-03-12 21:00:00,3356,21,1,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.40311937612477494,0.0,0.4,Medium
,269.83,0.0,0.0,75,,,2013-03-12 22:00:00,3271,22,1,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.3965206958608278,0.0,0.75,Medium
,268.21,0.0,0.0,40,,,2013-03-13 00:00:00,632,0,2,0,0.0,1.0,0,0,0,0.37222555488902204,0.0,0.4,Low
,267.6,0.0,0.0,1,,,2013-03-13 01:00:00,368,1,2,0,0.25881904510252074,0.9659258262890683,0,0,0,0.3630773845230959,0.0,0.01,Low
,267.88,0.0,0.0,90,,,2013-03-13 04:00:00,774,4,2,0,0.8660254037844386,0.5000000000000001,0,0,0,0.3672765446910619,0.0,0.9,Low
,267.91,0.0,0.0,90,,,2013-03-13 07:00:00,6850,7,2,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.36772645470905874,0.0,0.9,Severe
,267.67,0.0,0.0,90,,,2013-03-13 09:00:00,5201,9,2,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.36412717456508736,0.0,0.9,Severe
,268.33,0.0,0.0,75,,,2013-03-13 10:00:00,4784,10,2,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.3740251949610077,0.0,0.75,High
,269.95,0.0,0.0,90,,,2013-03-13 12:00:00,4969,12,2,0,1.2246467991473532e-16,-1.0,0,0,0,0.3983203359328134,0.0,0.9,Severe
,270.28,0.0,0.0,90,,,2013-03-13 13:00:00,5188,13,2,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.4032693461307736,0.0,0.9,Severe
,270.77,0.0,0.0,90,,,2013-03-13 15:00:00,5774,15,2,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4106178764247149,0.0,0.9,Severe
,271.1,0.0,0.0,90,,,2013-03-13 16:00:00,6486,16,2,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.415566886622676,0.0,0.9,Severe
,270.54,0.0,0.0,75,,,2013-03-13 18:00:00,4628,18,2,0,-1.0,-1.8369701987210297e-16,0,0,0,0.40716856628674314,0.0,0.75,High
,270.31,0.0,0.0,90,,,2013-03-13 19:00:00,3431,19,2,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.40371925614877047,0.0,0.9,Medium
,269.28,0.0,0.0,1,,,2013-03-13 21:00:00,2460,21,2,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.38827234553089357,0.0,0.01,Medium
,268.69,0.0,0.0,40,,,2013-03-13 22:00:00,1753,22,2,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.3794241151769647,0.0,0.4,Medium
,267.01,0.0,0.0,1,,,2013-03-14 00:00:00,658,0,3,0,0.0,1.0,0,0,0,0.35422915416916617,0.0,0.01,Low
,266.19,0.0,0.0,1,,,2013-03-14 01:00:00,331,1,3,0,0.25881904510252074,0.9659258262890683,0,0,0,0.34193161367726466,0.0,0.01,Low
,265.29,0.0,0.0,1,,,2013-03-14 03:00:00,340,3,3,0,0.7071067811865476,0.7071067811865476,0,0,0,0.328434313137373,0.0,0.01,Low
,264.73,0.0,0.0,1,,,2013-03-14 04:00:00,771,4,3,0,0.8660254037844386,0.5000000000000001,0,0,0,0.3200359928014402,0.0,0.01,Low
,263.29,0.0,0.0,1,,,2013-03-14 06:00:00,4336,6,3,0,1.0,6.123233995736766e-17,0,0,0,0.29844031193761295,0.0,0.01,High
,262.78,0.0,0.0,1,,,2013-03-14 07:00:00,4423,7,3,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.29079184163167343,0.0,0.01,High
,262.35,0.0,0.0,1,,,2013-03-14 09:00:00,5615,9,3,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.28434313137372574,0.0,0.01,Severe
,264.22,0.0,0.0,1,,,2013-03-14 10:00:00,4580,10,3,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.3123875224955015,0.0,0.01,High
,268.45,0.0,0.0,1,,,2013-03-14 12:00:00,4759,12,3,0,1.2246467991473532e-16,-1.0,0,0,0,0.3758248350329934,0.0,0.01,High
,269.68,0.0,0.0,1,,,2013-03-14 13:00:00,5083,13,3,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.3942711457708461,0.0,0.01,Severe
,272.64,0.0,0.0,20,,,2013-03-14 15:00:00,5718,15,3,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4386622675464907,0.0,0.2,Severe
,272.11,0.0,0.0,1,,,2013-03-14 18:00:00,4524,18,3,0,-1.0,-1.8369701987210297e-16,0,0,0,0.43071385722855465,0.0,0.01,High
,271.18,0.0,0.0,1,,,2013-03-14 19:00:00,3461,19,3,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.41676664667066615,0.0,0.01,High
,269.15,0.0,0.0,1,,,2013-03-14 21:00:00,3751,21,3,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.38632273545290924,0.0,0.01,High
,268.73,0.0,0.0,1,,,2013-03-14 22:00:00,3350,22,3,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.38002399520096025,0.0,0.01,Medium
,268.64,0.0,0.0,40,,,2013-03-15 00:00:00,786,0,4,0,0.0,1.0,0,0,0,0.37867426514697056,0.0,0.4,Low
,268.84,0.0,0.0,90,,,2013-03-15 01:00:00,459,1,4,0,0.25881904510252074,0.9659258262890683,0,0,0,0.3816736652669464,0.0,0.9,Low
,269.11,0.0,0.0,90,,,2013-03-15 03:00:00,356,3,4,0,0.7071067811865476,0.7071067811865476,0,0,0,0.3857228554289146,0.0,0.9,Low
,269.05,0.0,0.0,90,,,2013-03-15 04:00:00,739,4,4,0,0.8660254037844386,0.5000000000000001,0,0,0,0.38482303539292173,0.0,0.9,Low
,268.68,0.0,0.0,90,,,2013-03-15 07:00:00,5664,7,4,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.3792741451709661,0.0,0.9,Severe
,269.42,0.0,0.0,90,,,2013-03-15 09:00:00,4631,9,4,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.39037192561487744,0.0,0.9,High
,270.84,0.0,0.0,75,,,2013-03-15 10:00:00,4492,10,4,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.41166766646670644,0.0,0.75,High
,274.41,0.0,0.0,20,,,2013-03-15 12:00:00,5147,12,4,0,1.2246467991473532e-16,-1.0,0,0,0,0.4652069586082789,0.0,0.2,Severe
,276.85,0.0,0.0,40,,,2013-03-15 15:00:00,5803,15,4,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.5017996400719861,0.0,0.4,Severe
,277.2,0.0,0.0,90,,,2013-03-15 16:00:00,6289,16,4,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.5070485902819436,0.0,0.9,Severe
,277.09,0.0,0.0,1,,,2013-03-15 18:00:00,4700,18,4,0,-1.0,-1.8369701987210297e-16,0,0,0,0.5053989202159566,0.0,0.01,High
,276.16,0.0,0.0,1,,,2013-03-15 19:00:00,3358,19,4,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.4914517096580689,0.0,0.01,Medium
,273.96,0.0,0.0,1,,,2013-03-15 21:00:00,2602,21,4,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.4584583083383322,0.0,0.01,Medium
,273.06,0.0,0.0,1,,,2013-03-15 22:00:00,2231,22,4,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.4449610077984405,0.0,0.01,Medium
,271.9,0.0,0.0,1,,,2013-03-16 00:00:00,2372,0,5,1,0.0,1.0,0,0,0,0.4275644871025793,0.0,0.01,Medium
,271.88,0.0,0.0,1,,,2013-03-16 01:00:00,815,1,5,1,0.25881904510252074,0.9659258262890683,0,0,0,0.427264547090582,0.0,0.01,Low
,272.11,0.0,0.0,90,,,2013-03-16 03:00:00,410,3,5,1,0.7071067811865476,0.7071067811865476,0,0,0,0.43071385722855465,0.0,0.9,Low
,272.34,0.0,0.0,40,,,2013-03-16 04:00:00,369,4,5,1,0.8660254037844386,0.5000000000000001,0,0,0,0.4341631673665265,0.0,0.4,Low
,272.63,0.0,0.0,90,,,2013-03-16 06:00:00,1329,6,5,1,1.0,6.123233995736766e-17,0,0,0,0.438512297540492,0.0,0.9,Medium
,272.72,0.0,0.0,90,,,2013-03-16 07:00:00,2224,7,5,1,0.9659258262890683,-0.25881904510252063,0,0,0,0.4398620275944817,0.0,0.9,Medium
,272.87,0.0,0.0,90,,,2013-03-16 09:00:00,3570,9,5,1,0.7071067811865476,-0.7071067811865475,0,0,0,0.44211157768446335,0.0,0.9,High
,273.11,0.0,0.0,90,,,2013-03-16 10:00:00,4108,10,5,1,0.49999999999999994,-0.8660254037844387,0,0,0,0.44571085782843467,0.0,0.9,High
,273.46,0.0,0.0,90,,,2013-03-16 12:00:00,4815,12,5,1,1.2246467991473532e-16,-1.0,0,0,0,0.4509598080383922,0.0,0.9,High
,273.79,0.0,0.0,90,,,2013-03-16 13:00:00,5155,13,5,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0.4559088182363532,0.0,0.9,Severe
,273.96,0.0,0.0,90,,,2013-03-16 15:00:00,4905,15,5,1,-0.7071067811865471,-0.7071067811865479,0,0,0,0.4584583083383322,0.0,0.9,High
,273.99,0.0,0.0,90,,,2013-03-16 16:00:00,4969,16,5,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0.458908218356329,0.0,0.9,Severe
,273.28,0.0,0.0,90,,,2013-03-16 18:00:00,4386,18,5,1,-1.0,-1.8369701987210297e-16,0,0,0,0.4482603479304137,0.0,0.9,High
,272.4,0.0,0.0,90,,,2013-03-16 19:00:00,3572,19,5,1,-0.9659258262890684,0.2588190451025203,0,0,0,0.4350629874025193,0.0,0.9,High
,270.88,0.0,0.0,90,,,2013-03-16 21:00:00,3620,21,5,1,-0.7071067811865477,0.7071067811865474,0,0,0,0.41226754649070196,0.0,0.9,High
,270.26,0.0,0.0,90,,,2013-03-16 22:00:00,2919,22,5,1,-0.5000000000000004,0.8660254037844384,0,0,0,0.4029694061187763,0.0,0.9,Medium
,268.95,0.0,0.0,90,,,2013-03-17 00:00:00,1579,0,6,1,0.0,1.0,0,0,0,0.3833233353329334,0.0,0.9,Medium
,268.49,0.0,0.0,97,,,2013-03-17 01:00:00,1049,1,6,1,0.25881904510252074,0.9659258262890683,0,0,0,0.3764247150569889,0.0,0.97,Low
,267.5,0.0,0.0,90,,,2013-03-17 03:00:00,402,3,6,1,0.7071067811865476,0.7071067811865476,0,0,0,0.36157768446310756,0.0,0.9,Low
,266.9,0.0,0.0,90,,,2013-03-17 04:00:00,308,4,6,1,0.8660254037844386,0.5000000000000001,0,0,0,0.3525794841031792,0.0,0.9,Low
,266.23,0.0,0.0,90,,,2013-03-17 06:00:00,687,6,6,1,1.0,6.123233995736766e-17,0,0,0,0.3425314937012602,0.0,0.9,Low
,265.6,0.0,0.0,1,,,2013-03-17 07:00:00,970,7,6,1,0.9659258262890683,-0.25881904510252063,0,0,0,0.33308338332333587,0.0,0.01,Low
,265.97,0.0,0.0,1,,,2013-03-17 10:00:00,3371,10,6,1,0.49999999999999994,-0.8660254037844387,0,0,0,0.3386322735452915,0.0,0.01,Medium
,267.89,0.0,0.0,20,,,2013-03-17 12:00:00,4238,12,6,1,1.2246467991473532e-16,-1.0,0,0,0,0.36742651469706056,0.0,0.2,High
,268.52,0.0,0.0,75,,,2013-03-17 13:00:00,4319,13,6,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0.37687462507498487,0.0,0.75,High
,269.37,0.0,0.0,1,,,2013-03-17 16:00:00,4272,16,6,1,-0.8660254037844385,-0.5000000000000004,0,0,0,0.38962207558488327,0.0,0.01,High
,268.61,0.0,0.0,1,,,2013-03-17 18:00:00,3543,18,6,1,-1.0,-1.8369701987210297e-16,0,0,0,0.37822435512897457,0.0,0.01,High
,267.72,0.0,0.0,1,,,2013-03-17 19:00:00,2880,19,6,1,-0.9659258262890684,0.2588190451025203,0,0,0,0.36487702459508153,0.0,0.01,Medium
,265.36,0.0,0.0,1,,,2013-03-17 21:00:00,2206,21,6,1,-0.7071067811865477,0.7071067811865474,0,0,0,0.3294841031793645,0.0,0.01,Medium
,264.53,0.0,0.0,1,,,2013-03-17 22:00:00,1729,22,6,1,-0.5000000000000004,0.8660254037844384,0,0,0,0.31703659268146345,0.0,0.01,Medium
,262.65,0.0,0.0,1,,,2013-03-18 00:00:00,593,0,0,0,0.0,1.0,0,0,0,0.2888422315536891,0.0,0.01,Low
,260.54,0.0,0.0,1,,,2013-03-18 03:00:00,308,3,0,0,0.7071067811865476,0.7071067811865476,0,0,0,0.2571985602879429,0.0,0.01,Low
,260.15,0.0,0.0,1,,,2013-03-18 04:00:00,822,4,0,0,0.8660254037844386,0.5000000000000001,0,0,0,0.25134973005398903,0.0,0.01,Low
,259.24,0.0,0.0,1,,,2013-03-18 06:00:00,3992,6,0,0,1.0,6.123233995736766e-17,0,0,0,0.2377024595080987,0.0,0.01,High
,260.0,0.0,0.0,1,,,2013-03-18 09:00:00,3804,9,0,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.24910017996400738,0.0,0.01,High
,262.06,0.0,0.0,1,,,2013-03-18 10:00:00,2946,10,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.27999400119976026,0.0,0.01,Medium
,267.11,0.0,0.0,90,,,2013-03-18 13:00:00,3803,13,0,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.35572885422915457,0.0,0.9,High
,269.48,0.0,0.0,90,,,2013-03-18 15:00:00,4922,15,0,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.39127174565087025,0.0,0.9,High
,270.02,0.0,0.0,75,,,2013-03-18 16:00:00,5339,16,0,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.3993701259748049,0.0,0.75,Severe
,270.24,0.0,0.0,75,,,2013-03-18 18:00:00,3699,18,0,0,-1.0,-1.8369701987210297e-16,0,0,0,0.40266946610677895,0.0,0.75,High
,270.09,0.0,0.0,90,,,2013-03-18 19:00:00,2661,19,0,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.40041991601679644,0.0,0.9,Medium
,269.69,0.0,0.0,90,,,2013-03-18 21:00:00,1966,21,0,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.39442111577684474,0.0,0.9,Medium
,269.78,0.0,0.0,90,,,2013-03-18 22:00:00,1346,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.3957708458308336,0.0,0.9,Medium
,270.08,0.0,0.0,90,,,2013-03-19 00:00:00,494,0,1,0,0.0,1.0,0,0,0,0.40026994601079774,0.0,0.9,Low
,270.37,0.0,0.0,90,,,2013-03-19 01:00:00,317,1,1,0,0.25881904510252074,0.9659258262890683,0,0,0,0.4046190761847633,0.0,0.9,Low
,270.89,0.0,0.0,90,,,2013-03-19 03:00:00,320,3,1,0,0.7071067811865476,0.7071067811865476,0,0,0,0.4124175164967006,0.0,0.9,Low
,270.93,0.0,0.0,90,,,2013-03-19 04:00:00,734,4,1,0,0.8660254037844386,0.5000000000000001,0,0,0,0.41301739652069613,0.0,0.9,Low
,270.4,0.0,0.0,90,,,2013-03-19 06:00:00,5496,6,1,0,1.0,6.123233995736766e-17,0,0,0,0.4050689862027593,0.0,0.9,Severe
,270.45,0.0,0.0,90,,,2013-03-19 07:00:00,6574,7,1,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.40581883623275344,0.0,0.9,Severe
,270.8,0.0,0.0,90,,,2013-03-19 09:00:00,5005,9,1,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.4110677864427118,0.0,0.9,Severe
,270.32,0.0,0.0,90,,,2013-03-19 10:00:00,4304,10,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.4038692261547691,0.0,0.9,High
,267.84,0.0,0.0,90,,,2013-03-19 12:00:00,4755,12,1,0,1.2246467991473532e-16,-1.0,0,0,0,0.3666766646670664,0.0,0.9,High
,267.28,0.0,0.0,90,,,2013-03-19 13:00:00,4802,13,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.35827834433113354,0.0,0.9,High
,266.3,0.0,0.0,90,,,2013-03-19 15:00:00,5862,15,1,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.3435812837432517,0.0,0.9,Severe
,265.93,0.0,0.0,75,,,2013-03-19 16:00:00,6416,16,1,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.338032393521296,0.0,0.75,Severe
,265.14,0.0,0.0,90,,,2013-03-19 18:00:00,4438,18,1,0,-1.0,-1.8369701987210297e-16,0,0,0,0.32618476304739047,0.0,0.9,High
,264.7,0.0,0.0,90,,,2013-03-19 19:00:00,3463,19,1,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.3195860827834433,0.0,0.9,High
,263.68,0.0,0.0,90,,,2013-03-19 21:00:00,2730,21,1,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.30428914217156594,0.0,0.9,Medium
,263.34,0.0,0.0,90,,,2013-03-19 22:00:00,2212,22,1,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.2991901619676063,0.0,0.9,Medium
,262.72,0.0,0.0,90,,,2013-03-19 23:00:00,2676,23,1,0,-0.25881904510252157,0.9659258262890681,0,0,0,0.28989202159568145,0.0,0.9,Medium
,262.33,0.0,0.0,90,,,2013-03-20 00:00:00,685,0,2,0,0.0,1.0,0,0,0,0.28404319136172756,0.0,0.9,Low
,261.65,0.0,0.0,1,,,2013-03-20 01:00:00,472,1,2,0,0.25881904510252074,0.9659258262890683,0,0,0,0.2738452309538091,0.0,0.01,Low
,260.96,0.0,0.0,20,,,2013-03-20 02:00:00,282,2,2,0,0.49999999999999994,0.8660254037844387,0,0,0,0.2634973005398919,0.0,0.2,Low
,260.41,0.0,0.0,20,,,2013-03-20 03:00:00,351,3,2,0,0.7071067811865476,0.7071067811865476,0,0,0,0.2552489502099586,0.0,0.2,Low
,259.85,0.0,0.0,1,,,2013-03-20 06:00:00,5067,6,2,0,1.0,6.123233995736766e-17,0,0,0,0.24685062987402573,0.0,0.01,Severe
,259.33,0.0,0.0,1,,,2013-03-20 07:00:00,6761,7,2,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.2390521895620875,0.0,0.01,Severe
,259.22,0.0,0.0,1,,,2013-03-20 08:00:00,6010,8,2,0,0.8660254037844387,-0.4999999999999998,0,0,0,0.23740251949610136,0.0,0.01,Severe
,259.84,0.0,0.0,1,,,2013-03-20 09:00:00,5266,9,2,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.2467006598680262,0.0,0.01,Severe
,261.04,0.0,0.0,1,,,2013-03-20 10:00:00,4438,10,2,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.2646970605878829,0.0,0.01,High
,262.44,0.0,0.0,1,,,2013-03-20 11:00:00,4728,11,2,0,0.258819045102521,-0.9659258262890682,0,0,0,0.2856928614277146,0.0,0.01,High
,264.03,0.0,0.0,1,,,2013-03-20 12:00:00,4814,12,2,0,1.2246467991473532e-16,-1.0,0,0,0,0.30953809238152347,0.0,0.01,High
,265.33,0.0,0.0,1,,,2013-03-20 13:00:00,4906,13,2,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.32903419316136767,0.0,0.01,High
,266.35,0.0,0.0,1,,,2013-03-20 14:00:00,5470,14,2,0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.34433113377324587,0.0,0.01,Severe
,267.39,0.0,0.0,1,,,2013-03-20 15:00:00,5786,15,2,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.3599280143971205,0.0,0.01,Severe
,267.65,0.0,0.0,1,,,2013-03-20 16:00:00,6608,16,2,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.3638272345530892,0.0,0.01,Severe
,267.42,0.0,0.0,75,,,2013-03-20 17:00:00,6068,17,2,0,-0.9659258262890683,-0.25881904510252063,0,0,0,0.3603779244151174,0.0,0.75,Severe
,266.9,0.0,0.0,1,,,2013-03-20 18:00:00,4529,18,2,0,-1.0,-1.8369701987210297e-16,0,0,0,0.3525794841031792,0.0,0.01,High
,265.87,0.0,0.0,1,,,2013-03-20 19:00:00,3444,19,2,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.3371325734853032,0.0,0.01,High
,264.48,0.0,0.0,1,,,2013-03-20 20:00:00,3080,20,2,0,-0.8660254037844386,0.5000000000000001,0,0,0,0.31628674265147017,0.0,0.01,Medium
,263.29,0.0,0.0,1,,,2013-03-20 21:00:00,2660,21,2,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.29844031193761295,0.0,0.01,Medium
,262.15,0.0,0.0,1,,,2013-03-20 22:00:00,1727,22,2,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.28134373125374906,0.0,0.01,Medium
,261.42,0.0,0.0,1,,,2013-03-20 23:00:00,1013,23,2,0,-0.25881904510252157,0.9659258262890681,0,0,0,0.27039592081583724,0.0,0.01,Low
